Good service and reasonable prices,Good customer service,Fair price
I've been coming there for a while,Other
Fast and convenient to work,Fast/Quick/Speedy/Timely,Convenient
Friendly and courteous,Friendly,Courtesy
"Quick, competent service",Fast/Quick/Speedy/Timely
Just great and friendly service,Friendly
Everyone was very attentive to my requirements,Professional
Good service,Good customer service
7 minute oil change,Fast/Quick/Speedy/Timely
Good service,Good customer service
The workers are very friendly and very plight,Friendly
Super fast oil change,Fast/Quick/Speedy/Timely
"Customer service was excellent, courteous, and professional",Good customer service,Courtesy,Professional
I've been going to Jiffy lube for decades,Good customer service
Pretty fast turn around time,Fast/Quick/Speedy/Timely
"I WILL return, is that a better answer?",Good customer service
Professional and quick service,Professional,Fast/Quick/Speedy/Timely
Great attitude,Courtesy
Everyone was very polite and service was quick,Good customer service,Fast/Quick/Speedy/Timely
Quick service!,Fast/Quick/Speedy/Timely
Nice people,Friendly
"They was Very Knowledgeable,Patient and VERY PROFESSIONAL",Knowledgeable employees,Professional
Friendly people and knowledgable workers,Friendly
"Fast, convenient location, good price, good service",Close to home,Convenient,Fast/Quick/Speedy/Timely,Fair price
The Jiffy Lube I go to always has the most friendly staff and they do a great job,Friendly
Quick and friendly service,Fast/Quick/Speedy/Timely,Friendly
Thorough in checking fluids and other things,Knowledgeable employees
Quick friendly service,Fast/Quick/Speedy/Timely,Friendly
The Woodbridge store generally does a good job and quickly,Good customer service,Fast/Quick/Speedy/Timely
They were polite and quick,Courtesy,Fast/Quick/Speedy/Timely
"Fast, friendly service",Friendly
The service was outstanding,Good customer service
"staff always well knowledgeable,and accurate when quoting a time when car is ready",Fair price,Knowledgeable employees
The speedy service and how nice they treated me,Fast/Quick/Speedy/Timely
Service was prompt and employees were friendly,Friendly
"Cost, part availability and mechanics availability to specialty tools",Cost
Loved the honesty amd being forthcoming by techs and management,Trustworthy,Knowledgeable employees
I frequently use Jiffy Lube and I am always satisfied with the courteous and efficient technicians,Courtesy
Customer service,Good customer service
Customer service was very good,Good customer service
"I was impressed with the speedy, efficient, and friendly service I received",Fast/Quick/Speedy/Timely,Friendly
great customer service and prices,Good customer service,Fair price
Service time and convence was great,Convenient,Fast/Quick/Speedy/Timely
Good quality quick service at a reasonable price by a friendly car service specialist,Good customer service,Fast/Quick/Speedy/Timely,Fair price
Audrey and her team were fast and very efficient,Fast/Quick/Speedy/Timely
"Efficient, friendly service",Friendly
Finished in a timely fashion,Fast/Quick/Speedy/Timely
Good service quickly,Good customer service,Fast/Quick/Speedy/Timely
The team is the most reliable and shares their records of all my service calls,Professional,Trustworthy
"Great Service, excellent manager",Good customer service,Professional
I feel the staff is educated and honest,Trustworthy,Knowledgeable employees
Very friendly and my car was completed quickly,Friendly,Fast/Quick/Speedy/Timely
Prices people promptness,Fair price
"Because the staff was very professional, friendly, and fast",Fast/Quick/Speedy/Timely,Friendly,Professional
Great Service and Customer Service,Good customer service
This store has treated me great,Good customer service
The speed and care with which the oil change was completed is the best,Fast/Quick/Speedy/Timely
Price,Fair price
Yes,Other
Fast and efficient,Fast/Quick/Speedy/Timely
Patrick was very thorough with every detail,Knowledgeable employees
Convenience,Convenient
The man who told me everything that I needed didn't push me to get certain things,Professional,Knowledgeable employees
Trustworthiness of staff; affordable,Trustworthy
The staff was courteous and fast,Courtesy
"The Staff at the Wall Jiffy Lube are u failing my polite, courteous, professional and efficient",Courtesy,Good customer service,Professional
Every person I interacted with was friendly and they didn't upon try to add on any extras,Friendly
Quick easy professional,Fast/Quick/Speedy/Timely,Professional
thorough  professional  straight forward,Professional
"I have been going to jiffy lube for about 10 years and have always been very satisfied with the service, they are very professional thorough",Professional
Staff,Professional
Service and workers,Good customer service
Great experience,Good customer service
Everyone was curious from when I pulled up until I left,Good customer service
Quick,Fast/Quick/Speedy/Timely
Service,Good customer service
Quick service,Fast/Quick/Speedy/Timely
Easy to get to around work,Convenient
Everyone was very professional and knew what they were doing,Professional
Price,Fair price
Great very friendly,Friendly
In and out very quickly,Fast/Quick/Speedy/Timely
Nice employees,Professional
"Customer service and prompt, quality workmanship",Good customer service
I look for the most competitive price,Fair price
"I liked that they told me that next time I take my car in for a repair, I should ask for a 4-wheel alignment, and then explained why they said that, and what would happen if I did nothing",Knowledgeable employees
convenience,Convenient
Fast courteous service,Courtesy,Fast/Quick/Speedy/Timely
guys seemed trustworthy,Trustworthy
Good friendly service,Friendly
Fast service always at this location,Fast/Quick/Speedy/Timely
The customer service I received from the district manager,Good customer service
"Good experience, staff was very professional and I was in and out in a timely matter",Good customer service,Professional
It was quick,Fast/Quick/Speedy/Timely
Speedy service,Fast/Quick/Speedy/Timely
Sam (cashier) gave excellent service,Good customer service
Notice new additional services are now available besides just oil change,Other
Polite service and efficient well done work,Courtesy,Good customer service
The staff is so friendly & honest,Friendly
"Very professional, courteous, right on time, explained everything that needed to be done to the car",Professional,Courtesy
"The guys were prompt, attentive and respectful",Good customer service,Fast/Quick/Speedy/Timely
Just overall friendliness of the staff,Friendly
The staff was professional and efficient,Professional
All involved were tuned into their jobs !!,Good customer service
Not sure I trust them with full maintenance needs,Trustworthy
Easy and friendly service,Friendly
Fast service,Fast/Quick/Speedy/Timely
Solid and good experience from being greeted to check out,Good customer service
Awesome service & friendly staff,Friendly
Convenience,Convenient
Guys were great and kept me up to date regarding time,Knowledgeable employees
The manager was very detailed while explaining the options without being to pushy,Professional,Knowledgeable employees
"Fast service,no appointment req'd",Fast/Quick/Speedy/Timely
Only because I have a regular service station I use but didn't have the time yesterday,Fast/Quick/Speedy/Timely
You had very good employees with service in mind and a pleasant attitude,Courtesy,Good customer service
Quality Service and Techs!!,Knowledgeable employees
The service was so quick and I loved that I was in and out in just under half an hour,Fast/Quick/Speedy/Timely
Great service and fast,Good customer service,Fast/Quick/Speedy/Timely
Politeness and speed of work done by employees is exceptional,Fast/Quick/Speedy/Timely
Everyone was amazing red carpet treatment,Good customer service
People are efficient and professional,Good customer service,Professional
if I'm in the area and remember to get fluids topped off,Convenient
Friendly helpful staff,Friendly
"very friendly, quick and affordable",Friendly,Fast/Quick/Speedy/Timely
Speed and ease of service,Fast/Quick/Speedy/Timely
Nice people and decent service,Good customer service
"the staff was extremely respectful, professional ",Courtesy,Professional
Quick and efficient,Fast/Quick/Speedy/Timely
Above and beyond service,Good customer service
Swift and competent,Good customer service,Fast/Quick/Speedy/Timely
The Service Was Decent And Pretty quick,Good customer service,Fast/Quick/Speedy/Timely
Its close and the staff was courteous and experienced,Close to home,Courtesy
"Very curtious, good work, fair price",Courtesy,Good customer service,Fair price
Workers were very helpful and willing to answer any questions I had,Knowledgeable employees
I always use jiffy lube,Good customer service
They did a nice job and a timely manner,Good customer service,Fast/Quick/Speedy/Timely
Good service,Good customer service
Snappy fast service,Fast/Quick/Speedy/Timely
For the most part the service is relatively fast and easy to get oil change,Fast/Quick/Speedy/Timely
Employees were very polite I got a very good service,Courtesy,Good customer service
Price,Fair price
"Fast and convenient, friendly customer service",Fast/Quick/Speedy/Timely,Convenient,Friendly,Good customer service
We have all our work and personal vehicles done there,Good customer service
Excellent service,Good customer service
I always go to Jiffy Lube,Other
I had an issue with my A/C and they looked into it for me and told me why my check engine light was on,Knowledgeable employees
"Convenient,fast, they did a good job",Convenient
The staff was excellent and I was greeted immediately upon pulling into the parking lot,Courtesy
"I've gone to this place multiple times, and they're always friendly and fast",Friendly
Convenience,Convenient
Quick service,Fast/Quick/Speedy/Timely
Fast & cheap with coupons,Fast/Quick/Speedy/Timely,Discounts/Coupons
Jiffy Lube has been doing the majority of my maintenance in the past,Good customer service
Awesome team,Professional
customer service rep was helpful and accommodating---quick service as well!,Good customer service,Fast/Quick/Speedy/Timely
Cool doodz,Friendly
Excellent service and professionalism,Good customer service,Professional
Very efficient,Good customer service
No waiting,Fast/Quick/Speedy/Timely
Quality mechanics for the job done,Knowledgeable employees
Great service,Good customer service
I always have a wonderful experience at this Jiffy Lube,Good customer service
I perform routine maintenance beyond oil changes,Other
Professional great customer setvice,Professional,Good customer service
