,index,Review,Label
529,529,I really wish I caught this gentlemen name but this individual met me half way when I got out my car and was very welcoming and polite! He has excellent customer service! He opened the door for me where the waiting room is and ensure me there was coffee and magazine and to feel comfortable as I wait,Good customer service
530,530,Customer service was great and the service wS pretty quick,Fast/Quick/Speedy/Timely
531,531,I love that anytime it will be done -no appointment is needed,Convenient
532,532,It was quick,Fast/Quick/Speedy/Timely
533,533,Everyone was  polite and throughly explained services needed and recommended,Friendly
534,534,Excellent customer service,Good customer service
535,535,The entire experience was excellent c,Good customer service
536,536,"Friendly, efficient staff",Friendly
537,537,They were friendly and easy to work with,Friendly
538,538,Quick courteous service,Fast/Quick/Speedy/Timely
539,539,"Service is good, people are polite",Good customer service
540,540,I really appreciated this efficente service,Good customer service
541,541,Quick service,Fast/Quick/Speedy/Timely
542,542,Quick professional service and good looking staff,Fast/Quick/Speedy/Timely
543,543,Have been using Jiffy Lube for many years with no problems or issues to speak of,Good customer service
544,544,Seemed to be very organized,Good customer service
545,545,"Quick service, very friendly",Fast/Quick/Speedy/Timely
546,546,"The staff was extremely professional, friendly and quick",Fast/Quick/Speedy/Timely
547,547,I had awesome service and the techs cared,Good customer service
548,548,productive,Good customer service
549,549,Samantha was friendly and offered the many services jiffy has,Friendly
550,550,Customer Service and quick service,Fast/Quick/Speedy/Timely
551,551,The crew here are always professional and courteous,Professional
552,552,"They waited on me right away very pleasant and the office lady was,very pleasant, helpful and friendly",Friendly
553,553,Quick and professional,Fast/Quick/Speedy/Timely
554,554,Speedy work done,Fast/Quick/Speedy/Timely
555,555,"Everybody was great, helpful and quick!",Fast/Quick/Speedy/Timely
556,556,"I like their convenience, but if I have my vehicle in to our mechanic at the time an oil",Convenient
557,557,"The team at Jiffy Lube in Quakertown, PA are excellent",Professional
558,558,"They were kind, professional and kept me informed of time that was going to be spent on my car and cost",Friendly
559,559,Convienence,Convenient
560,560,Very friendly and thorough,Friendly
561,561,Quick & friendly,Fast/Quick/Speedy/Timely
562,562,"Courteous, Professional, Prompt !",Fast/Quick/Speedy/Timely
563,563,Very fast service,Fast/Quick/Speedy/Timely
564,564,Speed of service,Fast/Quick/Speedy/Timely
565,565,"Quick, efficient, friendly service",Fast/Quick/Speedy/Timely
566,566,Very quick and polite,Fast/Quick/Speedy/Timely
567,567,Jiffy team was exceptionally professional and courteous,Professional
568,568,Quick and friendly servicr,Fast/Quick/Speedy/Timely
569,569,Professional service that was efficient,Professional
570,570,The overall cost for the oil change,Cost
571,571,Fast and friendly service,Fast/Quick/Speedy/Timely
572,572,Fast,Fast/Quick/Speedy/Timely
573,573,"I have always had a great experience with your Quakertown,PA location",Good customer service
574,574,the service is very fast and convenient to my home,Fast/Quick/Speedy/Timely
575,575,Always Very courteous and fast,Fast/Quick/Speedy/Timely
576,576,"They provided prompt, professional and courteous service",Fast/Quick/Speedy/Timely
577,577,"The service was excellent, and completed in a timely manner",Good customer service
578,578,Professional staff,Professional
579,579,"Excellent customer service, short wait time and the staffs were all helpful and polite",Good customer service
580,580,Fast service,Fast/Quick/Speedy/Timely
581,581,Because of all the extras with your signature deal,Value
582,582,Great customer service,Good customer service
583,583,"Great service, friendly staff and very quick and accommodating service",Fast/Quick/Speedy/Timely
584,584,It's easy,Convenient
585,585,Nice people,Friendly
586,586,Just like t service,Good customer service
587,587,"Friendly, timely service",Friendly
588,588,The employees did an excellent job,Professional
589,589,Service was timely and staff was polite and friendly,Friendly
590,590,Excellent customer service at this location,Good customer service
591,591,I would say that I would definitely return to the Jiffy lube on Elston,Good customer service
592,592,The crew members are very nice,Friendly
593,593,Great and fast service,Fast/Quick/Speedy/Timely
594,594,Very friendly staff,Friendly
595,595,They were very nice they smile very courteous and very professional,Friendly
596,596,The facility was clean and the staff was helpful,Good customer service
597,597,Staff was incredibly polite and knowledgeable,Friendly
598,598,Excellent Service,Good customer service
599,599,It was the most efficient use of time I had that entire day,Fast/Quick/Speedy/Timely
600,600,Great and easy experience,Good customer service
601,601,Friendly customer service quick fast and reliable,Fast/Quick/Speedy/Timely
602,602,Super quick,Fast/Quick/Speedy/Timely
603,603,Very good friendly service,Friendly
604,604,Courtesy,Courtesy
605,605,Professional and courteous,Professional
606,606,the overall service provide,Good customer service
607,607,Always get excellent service,Good customer service
608,608,This Jiffy Lube is near my work but I live far away,Convenient
609,609,"the knowledge that your staff has at the Castro Valley, CA location",Knowledgeable employees
610,610,The gentlemen were extremely nice and great to work with!,Friendly
611,611,All of your employees were very professional,Professional
612,612,cost and fast service,Fast/Quick/Speedy/Timely
613,613,Well trained staff,Knowledgeable employees
614,614,good service,Good customer service
615,615,The quick service,Fast/Quick/Speedy/Timely
616,616,Service was friendly and quick,Fast/Quick/Speedy/Timely
617,617,Have been going to Jiffy Lube for years,Good customer service
618,618,Friendliness; concise service; speed of service,Friendly
619,619,Attentive service,Good customer service
620,620,"Fast, friendly smile and not a lot of cross-selling",Fast/Quick/Speedy/Timely
621,621,Great,Good customer service
622,622,"Employees provided friendly and comprehensive service, done on tim, and lower than estimated price",Fair price
623,623,They were efficient and the wait wasn't long,Fast/Quick/Speedy/Timely
624,624,Customer service was excellent,Good customer service
625,625,It was very smooth & in & out,Fast/Quick/Speedy/Timely
626,626,"Speedy service, but with excellent customer service",Fast/Quick/Speedy/Timely
627,627,Fast and efficient,Fast/Quick/Speedy/Timely
628,628,The job was done quickly and I appreciate the window cleaning,Fast/Quick/Speedy/Timely
629,629,well handled,Good customer service
630,630,Quick professional n courteous,Fast/Quick/Speedy/Timely
631,631,Good customer service,Good customer service
632,632,good service and price with coupon   friendly staff,Fair price
633,633,Have been going to San Mateo Jiffy Lube and have always had a great experience,Good customer service
634,634,Staff is friendly and efficient your store is clean,Friendly
635,635,I definitely will return,Good customer service
636,636,My vehicle information and labors' perform keeps in the system which allows to keep better records of the services needs,Good customer service
637,637,Good service,Good customer service
638,638,I like the staff,Friendly
639,639,This is the only place ive hotten my oil changes,Good customer service
640,640,Service was great easy and quick,Fast/Quick/Speedy/Timely
641,641,Customer service,Good customer service
642,642,Prices,Fair price
643,643,The fast speedy service,Fast/Quick/Speedy/Timely
644,644,I appreciated the quality of the service and the service itself,Good customer service
645,645,"Excellent service, I was told my vehicle would be ready by 2:00, it was ready at 1:58",Good customer service
646,646,I was pleasantly greeted as soon as I pulled up,Courtesy
647,647,Quick,Fast/Quick/Speedy/Timely
648,648,Have always had good sevice,Good customer service
649,649,nice service and affordable  price,Fair price
650,650,Everyone is so courteous and inform you of any changes to your vehicle,Courtesy
651,651,"Quick service, done right, at a reasonable price",Fast/Quick/Speedy/Timely
652,652,Friendly courteous employees that don't try to pressure you into extras and they do a great job!,Friendly
653,653,The service was very efficient,Good customer service
654,654,Crew wascourteous and promp,Courtesy
655,655,I received fast efficient service at a reasonable price,Fast/Quick/Speedy/Timely
656,656,Quick and polite,Fast/Quick/Speedy/Timely
657,657,Great service fast,Fast/Quick/Speedy/Timely
658,658,The staff was kind and the service didn't take very long,Good customer service
659,659,I like the speed and quality of service for oil changes,Good customer service
660,660,Always seem so thorough and professional,Professional
661,661,The crew at the Pat Booker location is fantastic,Professional
662,662,Quick and great detail,Fast/Quick/Speedy/Timely
663,663,Speed of service,Fast/Quick/Speedy/Timely
664,664,"The personnel are courteous, professional and fast",Fast/Quick/Speedy/Timely
665,665,Your service reps are friendly and know their products and only look to service what your vehicle needs,Friendly
666,666,Fast service and friendly staff,Fast/Quick/Speedy/Timely
667,667,Very nice people,Friendly
668,668,"Great customer service, work done in a timely manner, convenient locations from my job & apartment",Good customer service
669,669,Every time I go to jiffy lube I always get good service,Good customer service
670,670,Very fast and convenient,Fast/Quick/Speedy/Timely
671,671,"Every Jiffy Lube I've ever been to has a friendly, dedicated, thorough staff",Friendly
672,672,They do a good job quickly and well,Fast/Quick/Speedy/Timely
673,673,Both the front desk lady and the technician were very friendly and knowledgeable; even though it was right before closing time,Friendly
674,674,"Price, convenience, no pressure sale",Fair price
675,675,Pronpt service,Fast/Quick/Speedy/Timely
676,676,"Quick service, easy in and out",Fast/Quick/Speedy/Timely
677,677,"I've been to this location many times and I've always gotten good service, and it's always been a pleasant experience",Good customer service
678,678,Service is fast,Fast/Quick/Speedy/Timely
679,679,Will return,Good customer service
680,680,fast service,Fast/Quick/Speedy/Timely
681,681,Really cares for the customer,Good customer service
682,682,Excellent customer service skills and knowledgeable tech,Good customer service
683,683,Great service and stay was short,Good customer service
684,684,quick service,Fast/Quick/Speedy/Timely
685,685,Prompt and pleasant service,Fast/Quick/Speedy/Timely
686,686,"They had great customer service, very fast and just a really good vibe",Fast/Quick/Speedy/Timely
687,687,The service was amazing,Good customer service
688,688,Courteous staff and prompt service,Fast/Quick/Speedy/Timely
689,689,Friendly staff,Friendly
690,690,Service was very quick and efficient,Fast/Quick/Speedy/Timely
691,691,The express and super courteous service I receive every to I visit keeps me coming back!,Courtesy
692,692,They were so courteous and helpful,Courtesy
693,693,Fast service at reasonable price,Fast/Quick/Speedy/Timely
694,694,The timing was great the explaining was do with knowledge and everyone is treated like a value customer,Fast/Quick/Speedy/Timely
695,695,The customer service was outstanding,Good customer service
696,696,Fast,Fast/Quick/Speedy/Timely
697,697,"Excellent customer service, quick response and very professional",Fast/Quick/Speedy/Timely
698,698,I arrived and was helped within minutes,Good customer service
699,699,"Great service, very courteous",Good customer service
700,700,Quick and efficient,Fast/Quick/Speedy/Timely
701,701,service is prompt and thorough and friendly,Friendly
702,702,The work was done well,Good customer service
703,703,Price was right,Fair price
704,704,Great service,Good customer service
705,705,If it was a little cheaper in price,Fair price
706,706,The staff has always been friendly and informative,Friendly
707,707,The Lean style service allows me to get fast service so that I can carry on with my busy schedule,Fast/Quick/Speedy/Timely
708,708,Convenience,Convenient
709,709,Quick service,Fast/Quick/Speedy/Timely
710,710,Convenient,Convenient
711,711,Service,Good customer service
712,712,"the way the service tech gets right to the point, advises on what needs to be done and allows me to answer the question and make an informed decision",Good customer service
713,713,"Quick, easy and generally good service",Fast/Quick/Speedy/Timely
714,714,"Speed, qualty",Fast/Quick/Speedy/Timely
715,715,Great services performed quickly,Fast/Quick/Speedy/Timely
716,716,"The upfront honest information about what my vehicle needed, and fair prices without the ""upsell"" will have me back",Fair price
717,717,It's where we typically bring the car when the 'change oil' light comes on,Other
718,718,easy and fast,Fast/Quick/Speedy/Timely
719,719,I have been a customer for years and the service is quick and good,Fast/Quick/Speedy/Timely
720,720,"Speed, quality, vacuum, honesty",Fast/Quick/Speedy/Timely
721,721,"Great bunch of guys working there, fast service",Fast/Quick/Speedy/Timely
722,722,Great personalized service ,Good customer service
723,723,Great people,Friendly
724,724,Very fast,Fast/Quick/Speedy/Timely
725,725,Usually very fast service,Fast/Quick/Speedy/Timely
726,726,Quick and efficient with awesome staff,Fast/Quick/Speedy/Timely
727,727,Depends on schedule and where I am,Convenient
728,728,Very professional & the man who was behind the desk went out of his way to help me,Professional
729,729,"They are quick, efficient and friendly",Fast/Quick/Speedy/Timely
730,730,Convenience and courtesy,Convenient
731,731,Good service,Good customer service
732,732,Quick service,Fast/Quick/Speedy/Timely
733,733,No appointment needed,Convenient
734,734,Friendly people and quick service,Fast/Quick/Speedy/Timely
735,735,"They are always efficient, trustworthy, and quick",Fast/Quick/Speedy/Timely
736,736,Quick service,Fast/Quick/Speedy/Timely
737,737,Conveniently located,Convenient
738,738,"Friendly , informative , and quick",Fast/Quick/Speedy/Timely
739,739,professionalism of staff  very courteous staff quick  in and out,Fast/Quick/Speedy/Timely
740,740,Staff was very professional and efficient ,Professional
741,741,Service person was friendly and helpful not pushy or overwhelming,Friendly
742,742,"Their prices are competitive with coupons, more convenient that the dealership and they also provide fluid top off and vacuuming of the front interior",Fair price
743,743,Fast and efficient,Fast/Quick/Speedy/Timely
744,744,They did a good job and give me great Service,Good customer service
745,745,"The staff is very friendly, and they do a wonderful job quickly",Fast/Quick/Speedy/Timely
746,746,Great people,Friendly
747,747,Good service nice workers,Good customer service
748,748,Service was great!,Good customer service
749,749,"Safety, neatness, great customer service",Good customer service
750,750,Very informative,Knowledgeable employees
751,751,Just excellent overall service,Good customer service
752,752,"It was fast, quick and complete process for a valued cost, very pleased",Fast/Quick/Speedy/Timely
753,753,Excellent service,Good customer service
754,754,I liked that dishing to the service the carpets are vacuumed and windows washed that was nice touches,Good customer service
755,755,"Friendliness, and engagement with the customers",Friendly
756,756,Staff is very friendly and service is fast,Fast/Quick/Speedy/Timely
757,757,The service was fast,Fast/Quick/Speedy/Timely
758,758,I've been using Jiffy Lube for year,Good customer service
759,759,This Jiffy Lube and the staff provide better service than the other Jiffy Lubes in my area,Good customer service
760,760,Keep good records about my car and I like the service provided,Good customer service
761,761,The service is great,Good customer service
762,762,Fast professional and not that uncomfortable really hard sell at other jiffy lubes,Fast/Quick/Speedy/Timely
763,763,It was convenient and easy,Convenient
764,764,Very fast service and respectful,Fast/Quick/Speedy/Timely
765,765,"Good price, fast service",Fair price
766,766,Convenience,Convenient
767,767,Service,Good customer service
768,768,I've been a repeat customer for years at the catonsville shop,Good customer service
769,769,Prompt service,Fast/Quick/Speedy/Timely
770,770,THEY HAD COFFE,Value
771,771,Just great,Good customer service
772,772,"Friendly, helpful staff",Friendly
773,773,I just like the  people and it is close to my home,Friendly
774,774,Very friendly,Friendly
775,775,"Super fast with a professional, friendly staff at the Catonsville Jiffy Lube",Fast/Quick/Speedy/Timely
776,776,Tech tech,Knowledgeable employees
777,777,They were very helpful ,Friendly
778,778,Staff is courteous and efficient,Courtesy
779,779,"Quick & Courteous Service, Pricing",Fast/Quick/Speedy/Timely
780,780,Nice men,Friendly
781,781,Clint and his team do a great job,Good customer service
782,782,"I treated with good manors , and all was explained to me",Good customer service
783,783,It was convenient and fast,Fast/Quick/Speedy/Timely
784,784,Great advice from the staff on what I did or did not need done at that visit,Knowledgeable employees
785,785,Great job,Good customer service
786,786,The service is very quick and everyone is very kind that works at that locationz,Fast/Quick/Speedy/Timely
787,787,Quick and friendly service,Fast/Quick/Speedy/Timely
788,788,Adrian and the team turned everything around quickly and were very nice,Fast/Quick/Speedy/Timely
789,789,quick service,Fast/Quick/Speedy/Timely
790,790,I've been a loyal customer for years,Good customer service
791,791,Fast and good service,Fast/Quick/Speedy/Timely
792,792,I have regularly went to Jiffy Lube for my car maintenance needs and I am usually treated very quickly and with respect with service I can count on,Fast/Quick/Speedy/Timely
793,793,very thorough,Good customer service
794,794,They were nice and friendly,Friendly
795,795,"Brakes , a/ c",Value
796,796,I have been going for several years,Good customer service
797,797,if am in the area,Convenient
798,798,"Price, location, service extras",Fair price
799,799,Very profecional,Professional
800,800,"Fast, professional, courteous service",Fast/Quick/Speedy/Timely
801,801,The fast service,Fast/Quick/Speedy/Timely
802,802,"Consistent, fast service",Fast/Quick/Speedy/Timely
803,803,"Friendliness of employees, quick service time, no wait",Fast/Quick/Speedy/Timely
804,804,Great service!,Good customer service
805,805,professional staff and quick service,Fast/Quick/Speedy/Timely
806,806,Guys were friendly and quick!!,Fast/Quick/Speedy/Timely
807,807,They were polite- easy and fast!,Fast/Quick/Speedy/Timely
808,808,The men working there were excellent,Professional
809,809,I was in and out in under 20 minutes,Fast/Quick/Speedy/Timely
810,810,fast service,Fast/Quick/Speedy/Timely
811,811,Quick and efficient,Fast/Quick/Speedy/Timely
812,812,comparable prices and/or coupons,Fair price
813,813,"They noticed extra things that needed attention, so like how the guys double check for more than what you ask",Professional
814,814,"They were incredibly professional, fast and no unexpexted or additional fees were applied",Fast/Quick/Speedy/Timely
815,815,Great customer service,Good customer service
816,816,Always do a good job,Good customer service
817,817,Customer service (Rob and Paris),Good customer service
818,818,Friendly staff,Friendly
819,819,Love the friendliness no pressures to say no on car maintence quick service,Fast/Quick/Speedy/Timely
820,820,Easy,Convenient
821,821,Great service,Good customer service
822,822,The crew that works there are awesome,Friendly
823,823,Quick and friendly,Fast/Quick/Speedy/Timely
824,824,Coupons and close to home,Discounts/Coupons
825,825,Explanation of services they provide,Knowledgeable employees
826,826,They are quick and experenced,Fast/Quick/Speedy/Timely
827,827,"Courteous and helpful employees, but also I like the topping off fluids, vacuum and cleaning windows when getting my oil changed, etc",Courtesy
828,828,"Good service, clean shop, knowledgeable staff and Danielle runs a good operation",Good customer service
829,829,In two words; The staff,Professional
830,830,Great service,Good customer service
831,831,Good service,Good customer service
832,832,Friendly staff and good service,Friendly
833,833,Close to home,Convenient
834,834,I am always treated well and the service provided is  good,Good customer service
835,835,Friendly people,Friendly
836,836,"Convenient location, professional and competent personnel and the quality of service I have received over the years",Convenient
837,837,"Fast, courteous service",Fast/Quick/Speedy/Timely
838,838,Good speedy service,Good customer service
839,839,speed - efficiency,Fast/Quick/Speedy/Timely
840,840,Great service and very knowledgeable,Good customer service
841,841,All the guys are very nice and friendly,Friendly
842,842,Service was fast and easy,Fast/Quick/Speedy/Timely
843,843,I love how helpful and kind everyone is!,Friendly
844,844,"I have been getting my oil change at this location for more than 5 years, I don't like ""change"" and like to have vehicle serviced by the same company",Good customer service
845,845,"I have a high mileage car, and the top off policy is very helpful",Value
846,846,Fast service without having to make an appointment,Fast/Quick/Speedy/Timely
847,847,They are close and service was good,Good customer service
848,848,Great employees,Professional
849,849,Great customer service and a speedy turnaround,Good customer service
850,850,Like the service,Good customer service
851,851,yes,Good customer service
852,852,Good Service and communication with customers,Good customer service
853,853,"good service, quick, polite reps",Fast/Quick/Speedy/Timely
854,854,"Fast, informative and friendly service",Fast/Quick/Speedy/Timely
855,855,Prompt friendly service,Friendly
856,856,"Fast, professional service",Fast/Quick/Speedy/Timely
857,857,"Everyone was helpful, informative, and professional",Knowledgeable employees
858,858,Good customer service,Good customer service
859,859,Good service,Good customer service
860,860,"friendly staff, quick and clean",Fast/Quick/Speedy/Timely
861,861,"Fast, knowledgable and friendly staff",Fast/Quick/Speedy/Timely
862,862,I had an excellent experience,Good customer service
863,863,The employees are extremely nice and helpful,Friendly
864,864,I've been there twice and I've loved the service both times,Good customer service
865,865,"Quick, friendly, efficient, no unnecessary upselling",Fast/Quick/Speedy/Timely
866,866,Everyone was very helpful and friendly,Friendly
867,867,Didn't have wait to long and told you it something was wrong with your car,Fast/Quick/Speedy/Timely
868,868,Very friendly staff and went over everything in detail - pointing out what was needed abs what may be needed on my next visit,Friendly
869,869,Courteous respectful staff,Courtesy
870,870,Been going there since 2003 they are fast and courteous,Fast/Quick/Speedy/Timely
871,871,"The technicians are very polite, professional, and helpful",Friendly
872,872,Customer service was great,Good customer service
873,873,All of the staff had superior customer service skills! I have found my favorite place to get my oil changed! Great job!!,Good customer service
874,874,"Excellent customer service, I only take my car to Jiffy Lube",Good customer service
875,875,They were all very courteous and prompt,Fast/Quick/Speedy/Timely
876,876,I asked for two vehicles to be serviced at once and the employees there were so courteous and helpful,Good customer service
877,877,The staff was friendly and efficient! The service was outstanding and everything was explained in detail,Friendly
878,878,I been using them for years,Good customer service
879,879,These guys are very professional and they work very fast,Fast/Quick/Speedy/Timely
880,880,excellent friendly service,Friendly
881,881,Very polite and no bullshit,Friendly
882,882,The guys were very helpful with suggestions and needs for my vehicle,Friendly
