,index,Review,Label
404,"Did not vacuum, did not check tire pressure, did not fill washer fluid, question wether they even changed the oil and filter, did not change brake light that was out",Vacuuming not done propertly,Other service issues
405,Have own service agent,Competition-prefer local mechanic,
406,"They tried to say hi needed a cabin filter when they were showi,g it to me, it wasn't even dirty",Competition-prefer local mechanic,
407,I have a trusted mechanic I have do all my other work,Competition-prefer local mechanic,
408,Tried to sell me a battery I don't need,Overselling-Pressure to buy,
409,"When I got in my car to leave after I had paid for my service, my glove box was open and hanging down and all my papers were on the seat",Interior/Exterior car damage,
410,I have a very good mechanic in my neighborhood,Competition-prefer local mechanic,
411,They broke pieces on my car  and denied it did not put clamps back down on hoses have to do any flash,Interior/Exterior car damage,
412,Nothing to do with location,Location,
413,We get most maintenance done at dealership,Competition-prefer other car care chain,
414,"The computers were down  which is understandable then I asked my tire pressure to be checked but they said the machine was broken but usually you can do it with a handheld device, why did they need to use the machine? Also the man that brought around my car was very large and sweaty and when I went to sit in my car my seat was soaking wet I almost vomited ",Employees not knowledgeable,Other service issues
415,I believe the services are overpriced,Price too high,
416,My car was pulled out of the bay for approximately 15 minutes before anyone approached to share what was happening,Service took too long,
417,One of the lug nuts which was perfectly fine before bringing the car in for service was noted as seized after the service was done,Interior/Exterior car damage,
418,car leaking oil,Oil filter issue,
419,The price is too high,Price too high,
420,They let the guy underneath changing the oil walk up the stairs and drive the vehicle out covered in oil,Oil filter issue,
421,The mechanic damaged my car by not reattaching the skid plate,Competition-prefer local mechanic,
422,I will do it myself,Competition-prefer local mechanic,
423,They tried to bamboozle me on the service on my car,Overselling-Pressure to buy,
424,"This was with a doubt, the most unprofessional, rude, and humiliating experience I have EVER experienced at an automotive franchise",Unprofessional employees,
425,Pushy on sales all I need was an oil change,Overselling-Pressure to buy,
426,i have a great mechanic,Competition-prefer local mechanic,
427,I waited 2 hours to get service! I have never waited this long for an oil change even in the busy afternoon,Service took too long,
428,Service was EXTREMELY slow,Service took too long,
429,I have it done somewhere else,Competition-prefer local mechanic,
430,Left car with oil stains inside and out,Interior/Exterior car damage,
431,I prefer to have that done at the dealer,Competition-prefer other car care chain,
432,Had a bad experience with the manager on duty regarding getting over charged,Overcharged - charged more than was agreed on,
433,We use Stadium Nissan for regular service other than an oil change,Competition-prefer other car care chain,
434,A spring popped out of the bypass when they removed my oil filter and now I have to pay to have that replaced,Oil filter issue,
435,your employees are way too pushy and your prices are outrageous,Price too high,
436,Cost of a synthetic oil change was almost 3 times the dealer's cost,Competition-prefer other car care chain,
437,they are clueless mechanics,Competition-prefer local mechanic,
438,Normally the service is good but this time the service was poor,Other service issues,
439,We have a mechanic that does all our maintenance beyond an oil change,Competition-prefer local mechanic,
440,Very high price for an oil change and the technician spilled oil on the front of my car and engine compartment,Price too high,
441,Third time your workers tried to cheat me in a row,Untrustworthy\Mistrust,
442,My husband works on our cars,Competition-prefer local mechanic,
443,I had an oil change and the oil filter was not included,Oil filter issue,
444,You tried to get me to have a number of services done to my vehicle which were not needed,Overselling-Pressure to buy,
445,Had a groupon and it was refused,Discount/coupon issue,
446,I'm not confident in Jiffy Lube's employees' skill level nor customer service abilities,Unprofessional employees,Poor customer service
447,They broke stuff on my truck and would not do anything to fix,Interior/Exterior car damage,
448,"it took too long, and I found the practice of pushing customers for so many extra services offensive",Service took too long,
449,Los Alamitos location needs HELP!,Other issues,
450,My sales person was adamant about my serpentine belt needing to be replaced ASAP,Overselling-Pressure to buy,
451,Drained my oil before disclosing ridiculous price,Price too high,
452,High priced,Price too high,
453,Very rude staff through every step of the process,Unprofessional employees,
454,The people there were very rude and unprofessional,Unprofessional employees,
455,"I issued a complaint via the online form but there was a complete disregard of my requests, they reset the mileage counter for services not received and vandalized my car",Unprofessional employees,Interior/Exterior car damage
456,I would most likely go to dealership,Competition-prefer other car care chain,
457,Hour and a half wait with job completion took almost 4 hours,Service took too long,
458,I found that the tire pressures  on my two passenger side tires were extraordinarily high,Other service issues,
459,Warranty,Competition-prefer other car care chain,
460,IService people were in a hurry to get out of my car but then too busy to wait on me,Poor customer service,
461,too expensive,Price too high,
462,I have a mechanic in PA who has extensive work for me in the past,Competition-prefer local mechanic,
463,Cashier did not greet me then said my coupon was rejected in the system but she would override it for me,Discount/coupon issue,
464,Will continue regular service and maintenance at dealer,Competition-prefer other car care chain,
465,Way to expensive and everything was an upsell,Price too high,
466,I usually go to the Toyota dealership for service,Competition-prefer other car care chain,
467,Incompetence of employees,Employees not knowledgeable,
468,I do most of my own vehicle maintenance,Competition-prefer local mechanic,
469,I do most of my own maintenance,Competition-prefer local mechanic,
470,Was lied to about the plug to my oil pan,Misinformation about car/service needs given to customer,
471,Use dealer for major maintenance,Competition-prefer other car care chain,
472,Expense,Price too high,
473,"When I got my vehicle inspection, the tech failed to report to state, etc",Employees not knowledgeable,
474,Low tire pressure after an oil change,Other service issues,
475,Price,Price too high,
476,An access panel was opened and the bolts were not put in afterwards,Interior/Exterior car damage,
477,I can get it done cheaper elsewhere,Competition-prefer local mechanic,
478,There have been two incidents involving my neighborhood jiffy lube,Other issues,
479,They did not clean my windows isn't that part of the service?,Other service issues,
480,"Usually I get excellent customer service, however I felt like I was more of an annoyance to the person behind the counter",Unprofessional employees,
481,The employee who drove my car into the bay brought his OPEN coffee cup with him into my car,Unprofessional employees,
482,I will not return because the service was not worth the amount I paid for my oil change,Price too high,
483,I do the additional maintenance myself,Competition-prefer local mechanic,
484,I have never used any other service at jiffy lube,Competition-prefer local mechanic,
485,Too many attempts to sell services creates impression of significant dishonesty,Untrustworthy\Mistrust,
486,"The 5'8"" black bearded ""manager"" who said that he gets paid to up sell customers on other services",Overselling-Pressure to buy,
487,The price of the oil change was a lot higher than most competitors,Price too high,
488,"I had 2 coupons for Jiffy Lube with NO exclusions on them in the fine print, and my local (Draper, UT) Jiffy Lube refused them saying they were for ""other regions""",Discount/coupon issue,
489,I have a dedicated service company that works on my vehicle,Competition-prefer other car care chain,
490,"Not economical, compared with competitors on Groupon",Price too high,
491,I don't believe that Jiffy Lube's service or prices are competitive with other service or prices in the area,Price too high,
492,My 16 year old son got taken advantage of and paid $130,Customer felt threatened,
493,I perform my own maintenance on other items,Competition-prefer local mechanic,
494,I don't feel like they are always honest,Untrustworthy\Mistrust,
495,Prices are way too high for the service received,Price too high,
496,Only one car in front of me getting an oil change and the entire process took over 90 minutes,Service took too long,
497,I was given no information as to why my car failed the safety inspection,Misinformation about car/service needs given to customer,
498,I do my own maintainance,Competition-prefer local mechanic,
499,Did not complete all of the specified items on the signature oil change,Incorrect invoice/vehicle info,
500,The man that was in charge of my payment and information about my car was so abrasive,Overcharged - charged more than was agreed on,
501,Large amount of oil spilled on my driveway,Oil filter issue,
502,The techs were not attentive to which car needed what,Unprofessional employees,
503,Have found much better pricing elsewhere since,Price too high,
504,"So I pulled up and opened my door and the first thing I said is my drivers window is broken do not bring it down, he said we can use the passenger one",Interior/Exterior car damage,
505,"Your prices for an oil change are high, the only reason i used jiffy lube this time was because it was close and I figured it would not matter if i took it to Jiffy Lube rather than the other place i take it",Price too high,
506,"Other than oil changes, windshield chip repair, emissions and inspections done at Jiffy Lube, I have my cars serviced and repaired elsewhere",Competition-prefer local mechanic,
507,I have a mechanic who does all other maintenance of my vehicle,Competition-prefer local mechanic,
508,Because I have mechanic friends,Competition-prefer local mechanic,
509,I was told my tires were inflated- they were not,Overcharged - charged more than was agreed on,
510,I know I'm being oversold,Overselling-Pressure to buy,
511,"The mechanics stated they washed my windows, put air in my tires, and vacuumed my truck",Competition-prefer local mechanic,
512,I have a mechanic that takes care of my vehicles,Competition-prefer local mechanic,
513,I usually get my oil changed for a decent price every time I go to Jiffy lube but for some reason I went in this time and they over priced it like crazy and when I asked him why so high he said they are different from other jiffy lubes and I have been to that location before and it was never high like that,Price too high,
514,This was one of the worst experiences with my car I've ever had,Other service issues,
515,I do not normally service my vehicle at Jiffy Lube,Competition-prefer local mechanic,
516,Fabric seats were left black and dirty by employees,Other service issues,
517,Your technicians are pushy and wanted to go through our insurance to do a repair on our windshield that they had already repaired the last time we went there,Overselling-Pressure to buy,
518,There were only two employees,Other issues,
519,Technician spoke too quickly without explaining when trying to push other services,Overselling-Pressure to buy,
520,They always try and sell you things that you don't need and tell you things that are literally brand-new are going out or need replaced they always try to upsell you and fleece the consumer,Overselling-Pressure to buy,
521,Not ASE certified,Other issues,
522,too much money,Price too high,
523,They left a pool of oil in my skid plate,Other issues,
524,Did not credit me the $10 off,Discount/coupon issue,
525,Price,Price too high,
526,The price of service,Price too high,
527,"I am constantly disappointed that - when I get back in my car, there are greasy fingerprints on the door, the steering wheel, etc",Other service issues,
528,Because I generally do routine maintenance,Competition-prefer local mechanic,
529,Employees were smoking,Unprofessional employees,
530,"It took 45 minutes for my car's oil to be changed, even though there was no line in front of me",Service took too long,
531,I requested the cheapest oil change and still ended up paying $50,Price too high,
532,Price,Price too high,
533,Expensive than the showroom service price,Price too high,
534,Oil was dripped on the side of the vehicle,Other service issues,
535,The price of the oil change was about $15 more than the price I pay for the same service at a Havoline Store less than 2 miles away,Price too high,
536,I usually go to my dealership,Competition-prefer other car care chain,
537,price value and I was not pleased with the fact I was being charged an upcharge for a filter I did not request nor require,Overcharged - charged more than was agreed on,
538,Location is far from my residence and inconvenient for many services,Location,
539,Price!!!!!  Last service at Chevy dealer was less and inc tire rotation,Price too high,
540,Paid for coolant to be filled and I left with it empty,Overcharged - charged more than was agreed on,
541,I paid for signature service and my car was not vacuumed or Windows cleaned,Other service issues,
542,Did not top fluids or vacuum,"Fluids not topped off (ie engine coolant, washer fluid)",
543,I do my own maintaince on my car,Competition-prefer local mechanic,
544,"My husband can do a lot of the work that jiffy lube offers, himself",Competition-prefer local mechanic,
545,"My iPhone holder (attached) to my car vent, which held my iPhone and gave me directions to the Jiffy Lube, was missing when I left",Item missing/stolen,
546,"due to them using an oily rag to dry my windshield,  I had trouble removing the oil residue and I had to use dawn to remove the grease from my windshield",Other service issues,
547,Cost of service was too high,Price too high,
548,I have a mechanic,Competition-prefer local mechanic,
549,I already know a good mechanic that I have been to before and trust,Competition-prefer local mechanic,
550,Not convinced they have the talent or equipment to do job,,
551,too expensive,Price too high,
552,I asked about an oil change for my car and was told signature service was $45,Price too high,
553,I have always had my cars serviced at Jiffy Lube and have had the best service but my last visit did not go well,Poor customer service,
554,"The ""mechanics"" forgot to add oil back to our vehicle!  After a few unsuccessful attempts by the manager to ""clear"" what he thought was a ""change oil"" light, despite my telling him it was an ""oil level"" idiot light, he rev'd the engine a few times, the light flickered out & back on again, and he said the battery needed to be replaced!  We drove off & by the grace of God and my intuition we stopped at a AutoZone parts store ~2miles away",Incorrect oil level/quantity,Competition-prefer local mechanic
555,For one they messed up my tire pressure sensor for two I asked them to check my spark plugs and they didn't and instead of admitting they forgot they blew me off,Overcharged - charged more than was agreed on,
556,I was scheduled to have a oil change on my 2003 Crown Victoria  so I want to a automotive shop (Christian Brothers in Sandy Springs Ga,Competition-prefer other car care chain,
557,I do my own maintenance,Competition-prefer local mechanic,
558,Prices way too high for shitty service,Price too high,
559,Too expensive,Price too high,
560,Cost of service for oil change is too high ,Price too high,
561,Have regular mechanic that does other routine maintenance,Competition-prefer local mechanic,
562,"It won't be ""Jiffy""",Service took too long,
563,Only trust them with oil changes,Untrustworthy\Mistrust,
564,The skill sets at my regular maintenance provider are better in my opinion,Competition-prefer local mechanic,
565,"Pretty sure I was ""upsold""",Overselling-Pressure to buy,
566,Better satisfied at another place,Competition-prefer local mechanic,
567,Lied about cleaning windows and vacuuming which i really didnt need done in the first place but why lie about doing it? Suggested i buy services for the vehicle that were not needed,Other service issues,
568,I felt like the initial prices quoted to me were inflated because I am female,Price too high,Female felt taken advantage of
569,"I got an oil change and when I received my final paperwork it showed that my fluids were topped, Windows cleand, car vacuumed",Other service issues,
570,To expensive,Price too high,
571,The cost,Price too high,
572,I have an excellent shop for other maintenance,Competition-prefer local mechanic,
573,They got oil on my white seats for the second time and then made me feel uncomfortable and like he wasn't gonna take no for an answer when he told me that I needed transmission fluid and I told him I was gonna wait because I didn't have much time that I was on my lunch break,Service took too long,
574,Too expensive,Price too high,
575,Car still under warranty so will return to dealer for other maintenance,Competition-prefer other car care chain,
576,Don't live here and always go to my dealer ,Competition-prefer other car care chain,
577,Too expensive,Price too high,
578,"Though the staff was very courteous, I  did not receive the signature service I was expecting",Other issues,
579,Because we have a mechanic who does all other maintenance on our autos,Competition-prefer local mechanic,
580,We had to wait over 40 minutes to get serviced,Service took too long,
581,It took an hour and a half and then as I was leaving they had to pull my truck back in to drain some oil out because two different guys worked on it and both added oil,Service took too long,
582,Employees standing around and talking while there is a line of cars waiting,Service took too long,
583,I really don't like feeling like I'm constantly having additional services and products pushed on me,Overselling-Pressure to buy,
584,I am not certain they will understand how to work on my specific model/make/year of my vehicle(s),Employees not knowledgeable,
585,the Prius is a very specialized vehicle,Other issues,
586,Prices,Price too high,
587,I feel that I was being tricked in to overpaying for my oil change,Price too high,
588,"beyond regular oil and filter changes, all my auto maintenace cares are done at the car dealership",Competition-prefer other car care chain,
589,It took a long time to get a cabin filter and then about 40 more minutes to out it in,Service took too long,
590,I have a mechanic,Competition-prefer local mechanic,
591,It ended up costing me a lot of money,Price too high,
592,Overpriced compared to others in the area,Price too high,
593,Too expensive,Price too high,
594,The cost was much higher than I have payed at other places,Price too high,
595,They broke a part on my car while trying to rotate my tires,Interior/Exterior car damage,
596,I don't trust Jiffy Lube with maintenance other than Oil change,Untrustworthy\Mistrust,
597,I only use jiffy lube for oil changes and tire rotations if it is something bigger than that I prefer that the dealership looks at it,Competition-prefer other car care chain,
598,I take my Mini to BMW dealer for all but oil changes,Competition-prefer other car care chain,
599,"Had 4 power steering pumps installed, and none of them fixed my steering",Other issues,
600,Too expensive!,Price too high,
601,They tried to overcharge me,Overcharged - charged more than was agreed on,
602,"I go other places for things like tires, etc",Competition-prefer local mechanic,
603,I do other maintenance myself,Competition-prefer local mechanic,
604,My wheel and key were full of dirty oil after the oil change,Other service issues,
605,Go to dealership,Competition-prefer other car care chain,
606,I don't go to jiffy lube for that,Competition-prefer local mechanic,
607,"This service took over two and a half hours, and my serviceman was sexist, patronizing, and only directly addressed my boyfriend as a decision maker (he is not, it's my car not his) My boyfriend gave no indication that he wished to be a part of the conversation, but our serviceman said -in front of me - that he wanted to talk to the man since women don't know anything about cars and can't understand his explanation",Service took too long,Female felt taken advantage of
608,I go to a VW specialist for anything beyond a simple oil change,Competition-prefer other car care chain,
609,I have another mechanic I usually use but Jiffy Lube is more convenient for oil changes,Competition-prefer local mechanic,
610,"was told needed wiper blades and didn't want them to get replaced ,they were just replaced and it started to rain as leaving and bolt fell out and had to go back in for them to fix  the bolt on the wiper blades",Overselling-Pressure to buy,
611,Take forever to be done,Service took too long,
612,I went in for an oil change and check my air cabin filters and forgot to put them back and then I called they Lost the trays and i had to make a second trip for them to find them accidental i know but there was no compensation or anything for the 20-minute wait while they looked around for it,Item missing/stolen,
613,Not replacing clamp and hose that was taken off,Interior/Exterior car damage,
614,The worker there broke the inside handle on my driver's side door,Interior/Exterior car damage,
615,I have a machamic,Competition-prefer local mechanic,
616,As a single mom I had no choice but to bring my daughters with me,Other issues,
617,I have to say that I will definitely not return to that specific Jiffy Lube,Other issues,
618,Wanted fuelfilter changed got home and checked still had old filter new one was not installed and was charged $10 more than what the computer showed was the right price,Price too high,Oil or filter not actually replaced
619,Normally I have always had a good experience at jiffy lube ,Other issues,
620,I have a very good mechanic for the other things I need done and I feel that the techs at Jiffy lube will say anything to make some other kind of sale,Competition-prefer local mechanic,
621,"I have t mentally prepare myself for a visit to Jiffy Lube for just an oil change, since I have always found your high-pressure sales pitch for things beyond the oil change hard to handle",Overselling-Pressure to buy,
622,The technician spilled a lot of old when removing my oil filter,Other issues,
623,Oil changes are far too expensive there anymore,Price too high,
624,I hate getting asked if I want an extra $500 worth of services when I came in for only an oil change,Overselling-Pressure to buy,
625,Prefer to use other shops for non-oil change maintenance,Competition-prefer other car care chain,
626,We have a regular mechanic who takes care of other issues,Competition-prefer local mechanic,
627,I have a good relationship w/ my dealership that services and knows my car inside and out,Competition-prefer other car care chain,
628,I left and as I was driving to work the next morning (first time I had driven my car other then taking it home) my tire pressure light came on,Other service issues,
629,The management is poor and is not professional,Unprofessional employees,
630,To expensive,Price too high,
631,My what use to be a quick oil change has turned into a 35 minute oil change,Service took too long,
632,They honestly lied to me about my oil,Untrustworthy\Mistrust,
633,I have a family mechanic that will do the work,Competition-prefer local mechanic,
634,They did not reset the maintenance required light on my car again,Oil service light not reset ,
635,"I feel I was over charged, and the charges on the invoice are to hard to understand",Overcharged - charged more than was agreed on,
636,"Brother owns a Ford Dealership and handles such items at a price (""free"") that Jiffy Lube would be unlikely to match ",Price too high,
637,The price,Price too high,
638,"First, it is always different people working there",Other issues,
639,Your prices are outrageous,Price too high,
640,"Didn't put an updated next oil change sticker in the window, plus your just too expensive !!! I can get synthetic oil for the price you charge",Overcharged - charged more than was agreed on,
641,I believe that Jiffy Lube tries to sell you unnecessary services to boost their bottom line,Overselling-Pressure to buy,
642,Too expensive,Price too high,
643,On the high side on price for an oil change,Price too high,
644,Expensive,Price too high,
645,The tech that I wouldn't trust,Untrustworthy\Mistrust,
646,I asked for cheapest oil change and was told I needed this expensive oil which I had on idea,Price too high,
647,They serviced someone else's car before mine,Later-arriving customers served ahead of me,
648,"The time before this last oil change, they didn't secure a panel or whatever it was and I had to go to the Hyundai dealership to have it fixed/secured",Competition-prefer other car care chain,
649,I would plan on going to a dealer for anything more complicated,Competition-prefer other car care chain,
650,I am used to clean vehicle and fluids checked and topped off,Other service issues,
651,95% positive that my car window was scratched,Interior/Exterior car damage,
652,"After taking my car to get the oil changed, something proceeded to fall off of my car as I was driving on the highway",Interior/Exterior car damage,
653,I have a personal mechanic that handles all my needs for my vehicle,Competition-prefer local mechanic,
654,Asked for a basic oil change and was upgraded without asking me and was charged more for it,Overcharged - charged more than was agreed on,
655,"I was the only vehicle in the bays  5 kids working, only 1 kid (avery) was actually working",Service took too long,
656,Recommended and charged for services with over the top prices,Overcharged - charged more than was agreed on,
657,Husband performs all routine maintenance on our cars,Competition-prefer local mechanic,
658,Have my Corvett serviced at local Chevy dealer with a specialist tech,Competition-prefer other car care chain,
659,I asked for a tire rotation and they did not do one,Tire rotation service issue,
660,Oil filter installed improperly,Oil filter issue,
661,Too expensive,Price too high,
662,Too expensive,Price too high,
663,"Service rep offered my 2016 vehicle high mileage oil, made me feel like they weren't aware of what they were selling me",Misinformation about car/service needs given to customer,
664,I had multiple additional charges for bringing my Volvo in for an oil change compared to when I previously brought in my Acura,Overcharged - charged more than was agreed on,
665,Time,Service took too long,
666,I take it elsewhere for service other than oil changes,Competition-prefer other car care chain,
667,I usually use someone else for other repairs,Competition-prefer local mechanic,
668,"well first I have a brand new car I'm also the first and only owner and have less the 20k miles on my vehicle they told me, my break fluid tested 4 percent and that I would need a break flush which cost $99.99",Price too high,
669,"I have been to many different places for an oil change but have never paid so much, even for synthetic oil",Price too high,
670,Usually service with jiffy lube is fine,,
671,I asked for the cheapest oil change and he charged me $40 when they had a guy standing outside with a sign for $22.99,Overcharged - charged more than was agreed on,
672,"They forgot to use my Groupon, told me to try to sell it to a coworker or come back in a few months for another oil change",Discount/coupon issue,
673,"After passing an employee holding a sign advertising a good price for an oil change, I was not asked what level of service I wanted when my information was taken",Price too high,
674,$20 CHARGE FOR A SIGNAL LIGHT,Overcharged - charged more than was agreed on,
675,I felt as if I was overcharged,Overcharged - charged more than was agreed on,
676,Too expensive comparitvely,Price too high,
677,I have a regular mechanic I take the car to whenever it needs routine maintenance,Competition-prefer local mechanic,
678,Over priced and lied to,Price too high,
679,DO NOT like the constant pressure of store personnel to buy air filters or discuss services that I didn't come in to get,Overselling-Pressure to buy,
680,Sometimes the staff is not very friendly,Unprofessional employees,
681,The price of the oil change is way too high,Price too high,
682,I can do most other matainence myself,Competition-prefer local mechanic,
683,A lot of grease on outside of my driver door and on drivers seat and door interior,Other service issues,
684,Have warranty on everything else or easy to do myself,Overcharged - charged more than was agreed on,
685,"Vacuum was not completed, although invoice says it was",Vacuuming not done propertly,
686,"Price of synthetic oil doubled, What the Hell! Oil prices are down",Price too high,
687,Do most myself,Competition-prefer local mechanic,
688,"Mostly cost, prices are extremely to high for a lube change",Price too high,
689,I had to bring my car right back after having an oil change due to my car smoking,Oil filter issue,
690,The female associate (Iracely I believe that was her name) was extremely rude,Unprofessional employees,
691,They began service on my car then tried to charge me $75 for a routine oil change that at every other location cost less than $40,Overcharged - charged more than was agreed on,
692,I have heard too many stories about sales people recommending things that customers don't really need,Overselling-Pressure to buy,
693,An employee was wearing marijuana socks with shorts so it was completely visible by other customers and myself,Unprofessional employees,
694,My car is a Mercedes Benz and not everyone can work on these cars,Employees not knowledgeable,
695,You're guy told me I needed a part changed and that it was a driving hazard,Overselling-Pressure to buy,
696,"Customer service was poor - the assistant manager who I was working with during the entire transaction was not friendly, did not speak clearly to me and was generally unhelpful as I was visiting this location for the first time and giving my business to a Jiffy Lube for the first time in 6 years",Service took too long,Poor customer service
697,They broke my AC one time,Interior/Exterior car damage,
698,I thought that in the signature oil change service that you got interior vacuuming and also windshield fluid check and fill and neither were done,Vacuuming not done propertly,"Fluids not topped off (ie engine coolant, washer fluid)"
699,Not a place for other services,,
700,have my own mechanic,Competition-prefer local mechanic,
701,I don't use Jiffy Lube for any other service besides oil changes,Competition-prefer other car care chain,
702,There is a chronic problem with either striping the screws that hold on the undercarriage or losing the screw this has happened on three cars now,Interior/Exterior car damage,
703,"For one, I was shocked at the price of the oil change",Price too high,
704,Did not have the oil that I normally use,Item out of stock,
705,"I have a mechanic who does other work but I like to have my oil changed at Jiffy Lube, quick & easy",Competition-prefer local mechanic,
706,I would rather have a reputable certified auto mechanic perform other routine maintenance on my vehicle,Competition-prefer local mechanic,
707,I usually only go to Jiffy Lube if I can't go to my primary mechanic,Competition-prefer local mechanic,
708,This is second time i was about to leave after my oil change an items marked completed were not done,Other service issues,
709,Maintenance is done by a family friend,Competition-prefer local mechanic,
710,They don't pay attention to notes on your computer,Poor customer service,
711,Depends what is needed done but would go to local small business machanic,Competition-prefer other car care chain,
712,husband does repairs,Competition-prefer local mechanic,
713,Less expensive at other places,Price too high,
714,i do this myself,Price too high,
715,I asked the man to only give me the oil included in the signature service and he still uncharged me,Overcharged - charged more than was agreed on,
716,Very poor service,Poor customer service,
717,They lied to me told me the brake fluid was so low they could not check it,Misinformation about car/service needs given to customer,
718,I have major service maintainance done at my car dealer,Competition-prefer other car care chain,
719,To expensive for a oil change,Price too high,
720,I am upset that the $29.99 special has been discontinued,Other issues,
721,"Staff was unprofessional, expensive and I had to get the problem fixed again (by my mechanic) within 12 hours of jiffy lube service",Price too high,Unprofessional employees
722,The oilstick got  broken by one of the guys that work there,Interior/Exterior car damage,
723,Have somewhere else I use for other things,Competition-prefer other car care chain,
724,Too expensive,Price too high,
725,I use a local garage has experienced technicians,Competition-prefer local mechanic,
726,Charged me $20.00 more than I have ever paid for the same oil change at the same place,Overcharged - charged more than was agreed on,
727,The woman that handled my information was very rude,Unprofessional employees,
728,I use the dealer for all maintenance work,Competition-prefer other car care chain,
729,This is the first time I've had an experience that wasn't great,Poor customer service,
730,I will go to my dealership for warranty upkeep purposes,Competition-prefer other car care chain,
731,They did not vacuum my floors like they said,Vacuuming not done propertly,
732,Cost - much more expensive than other places for an oil change,Price too high,
733,Your prices are outrageous,Price too high,
734,Took almost 45 min,Service took too long,
735,I was in the lobby 36 minutes before anyone said anything to me,Service took too long,Poor customer service
736,"Had to wait at ""Not So Jiffy Lube"" 25 freaking minutes to get an oil change",Service took too long,
737,The person that helped me had no idea what car I was even driving,Employees not knowledgeable,
738,My Ford mechanic does all the maintenance on this car,Competition-prefer local mechanic,
739,They were suppose to check all fluids and the next day I needed power steering fluid so they didn't check all fluids like I asked so it makes me think they didn't do the rest of the stuff that I asked,Overcharged - charged more than was agreed on,
740,I arrived at 8:11am and the shop was suppose to open at 8am,Unprofessional employees,
741,They indicated that they cleaned the carpets and windows on my receipt,Other service issues,
742,the checklist on my recipt wasnt done,Overcharged - charged more than was agreed on,
743,They broke my light switch that control my head lights,Interior/Exterior car damage,
744,$88 for an oil change? WHAT A JOKE!,Price too high,
745,I was very disappointed with the service,Other service issues,
746,I go to a mechanic and not a lube tech for needed repairs,Competition-prefer local mechanic,
747,"they did not top off all the fluids,  spilt oil on front of car and did not clean it up, tried to get me to buy things for my car that i did not need wiper blades and rad  cap",Other service issues,
748,"It's nothing about my experience, just that I am comfortable taking my car to Jiffy Lube for an oil change, but if it needs other work done, I will take it to a shop",Competition-prefer other car care chain,
749,Have another mechanic I take the car,Competition-prefer local mechanic,
750,The mechanic tried way too hard to sell me stuff that does not need to be serviced,Competition-prefer local mechanic,
751,"Other than oil changes, I prefer to go to my dealer",Competition-prefer other car care chain,
752,I have a good mechanic already,Competition-prefer local mechanic,
753,I'm not convinced the staff knows anything more than how to change fluids & filters,Employees not knowledgeable,
754,My vehicle is still under the manufacturers warranty,Competition-prefer other car care chain,
755,I feel like I am being taken advantage of & always have to choose the more expensive services,Price too high,
756,Have been satisfied with other shops for other maintenance needs,Competition-prefer local mechanic,
757,Other mechanics have better pricing,Competition-prefer local mechanic,
758,Bad services over charges and didn't even take coupons,Overcharged - charged more than was agreed on,
759,I usually do routine maintenance at my mechanic,Competition-prefer local mechanic,
760,I do most of the other services myself,Competition-prefer local mechanic,
761,"I had an oil change done and a battery replaced, service was quick but when I checked under the hood when I got home there were tools, trash, and even loose parts from my car were left under there",Unprofessional employees,
762,"I will only receive an oil change because I have been going to the same location for years and it is convenient, however one employee was very unprofessional and was trying to ask me out",Unprofessional employees,
763,"Prices were to high but we are leaving on vacation next week and didn't have time to look around for discounts, or specials!",Price too high,
764,The manager? (Had on white shirt)was a weirdo made me feel uncomfortable,Unprofessional employees,
765,"If you stop bringing the air filter to me and offer a new one, I'll consider",Overselling-Pressure to buy,
766,I was charged $475 for for a wheel bearing and $ 30 for a light bulb and on top of that they left my air filter out,Overcharged - charged more than was agreed on,
767,The employees at Jiffy Lube try to get me to buy everything while I'm there and tell me my vehicle needs all sorts of things done to it when I only came in for an oil change and that was all that I wanted,Overselling-Pressure to buy,
768,I felt it was a bit over priced for the services I received,Price too high,
769,When they changed my oil the did not reset the maintenance required light so I will probably just go to the dealer from now on to be sure that everything is actually done right,Oil service light not reset ,
770,$130.00 to change oil in sons car is bullshit and way to expensive,Price too high,
771,They tried to sell high perf oil air filter and cab filter for an extra $150,Overselling-Pressure to buy,
772,They replaced my windshield wipers and they blew off while driving on the freeway during a rainstorm!,Interior/Exterior car damage,
773,I think my local mechanic is more capable of taking care of those issues,Competition-prefer local mechanic,
774,Have an auto mechanic that I use,Competition-prefer local mechanic,
775,Watched 3 disatisfied customers voice their opinions while i waited 1.5 hours for my oil change that i was told would take 30 minutes,Service took too long,Unprofessional employees
776,"Technician told me that Subaru specified that my car should have the brake fluid replaced and the differential fluid changed, which would have cost me over $150",Price too high,
777,go to dealer,Competition-prefer other car care chain,
778,Items seem to be overpriced,Price too high,
779,No attempt was made to reconcile the frustration from having to get a window rolled up that was carelessly rolled down in spite of having window-lock on,Interior/Exterior car damage,
780,My son is an auto mechanic,Competition-prefer local mechanic,
781,I have a mechanic I use for,Competition-prefer local mechanic,
782,They got oil all over my floor mats AGAIN,Interior/Exterior car damage,
783,The staff are really rude not helpful,Unprofessional employees,
784,I go to a longtime auto shop that I've used for years,Service took too long,
785,Took 5 hours when I was told it should only take 2,Service took too long,
786,"Every time I go to a jiffy lube, the service gentleman would always give me a quote, before they touch your vehicle",Service took too long,
787,I have a warranty with jeep,Competition-prefer other car care chain,
