,index,Review,Label
370,370,"I felt like I got ripped off, employee was pushy and didn't explain why I needed all these repairs",Unprofessional employees
371,371,too much money,Price too high
372,372,"Took much too long, too much selling, too expensive",Overselling-Pressure to buy
373,373,My husband didn't receive receipt,Incorrect invoice/vehicle info
374,374,"I have a mechanic, back home",Competition-prefer local mechanic
375,375,"My center console compartment had been opened when there was absolutely no reason to do so, and the top had been pulled off the slide so the console could not be closed",Other service issues
376,376,I was not satisfied with their poor quality services,Poor customer service
377,377,"The technicians did not hooked up the pipe between the air filter and engine,cause engine has huge sounds,and engine light,trac off light,wd light all on,this is terrible!",Other service issues
378,378,Customer service wasn't very good,Poor customer service
379,379,"My oil cap was broken due to the fact that the technician put my oil cap where the hood release latch is, and when the hood came down (twice) it wedged the oil cap under the hood",Interior/Exterior car damage
380,380,"The left the shop and all the fluids were in the street, I immediately returned and service techs where looking all around and doing many things to my car and no one explained what the actual problem was until I asked for a manager to explain what happened to my car",Unprofessional employees
381,381,They forgot to put my radiator cap back on and all the engine coolent spilled out causing my engine to overheat leaving me on the side of the road till I could get more coolant,Interior/Exterior car damage
382,382,"The mechanic turned on my radio, changed my on-board computer system",Interior/Exterior car damage
383,383,"I was told the vaccum cleaner was not working well, but no attempt was made to vaccum the car",Vacuuming not done propertly
384,384,Technician wasn't knowledgeable enough,Employees not knowledgeable
385,385,I drive 24 miles to dover for the oil change,Location
386,386,way more expensive than most auto shops,Price too high
387,387,The guy who greeted us and went over what the car supposedly needs was rude and unprofessional,Unprofessional employees
388,388,"Price too high $158 for an oil change? Services paid for was not done (ie:) windshield wiper fluid reservoir not filled up, windows not cleaned, car half vacuumed, oil was left smeared on ",Price too high
389,389,The oil change took an hour and a half when the last time I went there it took seven minutes,Service took too long
390,390,I came to Jiffy Lube for my last oil change in a pinch after YEARS of not going to Jiffy Lube because of past bad experiences,Poor customer service
391,391,"They caused issues with my car, now I need to take it to get repaired because a part (filter) that they had ""taken care of"" was not properly tightened and installed",Interior/Exterior car damage
392,392,"Awful service, needless advice, and over priced services",Poor customer service
393,393,I was extremely dissatisfied with the level of service I received on Tuesday when I had my oil changed,Poor customer service
394,394,"The lady I dealt with was fairly rude, and short",Unprofessional employees
395,395,My oil change was supposed to include vacuuming and cleaning my outer Windows but I received neither,Vacuuming not done propertly
396,396,I don't like people arguing over a requested service,Unprofessional employees
397,397,"Cold peoole , no care,employees didn't seem to care to talk, no courtesy, didn't explain all the extra costs, non professional",Unprofessional employees
398,398,Attendant who reviewed pricing and options was surly,Unprofessional employees
399,399,"They charged me a 10$ ""corporate fee"" for using Mobil 1 Synthetic oil",Overcharged - charged more than was agreed on
400,400,"Staff just has the ""air"" of being rude",Unprofessional employees
401,401,I went in for an oil change and they billed me for over $90,Price too high
402,402,You guys raised the price on the oil changes! You have greedy CEOs! You should be ashamed to charge 80.00 for an oil change! You are thieves! I made sure to post it on my social media!!!,Price too high
403,403,Not happy with counter service,Poor customer service
404,404,"Will not honor coupons off of website, claimed my wipers were old a day after i put new ones on! Manager not clear on exact prices of standard services! And finally, questioned when i pay for service with cash?!?! Ridiculous",Discount/coupon issue
405,405,"Although the service was done correctly and the staff were curtious, I will not pay $53 for another oil change",Price too high
406,406,Person at front desk was argumentative and rude,Unprofessional employees
407,407,"After getting the oil changed and the inspection done at the location I've used for over a year, I noticed a crack in the windshield that wasn't there before",Interior/Exterior car damage
408,408,This building was extreamy dirty,Location
409,409,I didn't like how the guy there was treating and talking to me and he was a manger but the big boss straighten everything out but the guy that was being rude was a manager all so I don't remember his name but he was African American older guy and he was bow legged he was very rude but again the big manager got everything togeyhee,Unprofessional employees
410,410,"first they gave me wrong prices, second when I went 3 months there put regular oil a and when I went yesterday they ask what oil and I said the same one you put last time, so they put same oil",Overcharged - charged more than was agreed on
411,411,"Windows were not cleaned thoroughly, carpet was not vacuumed thoroughly, if you were going to offer that as a courtesy, do a good job",Car wash
412,412,Too ecpensive,Price too high
413,413,Way too expensive,Price too high
414,414,"$49.00 for an oil change is more than I care to pay,",Price too high
415,415,"The staff was courteous and professional, work completed on time",Unprofessional employees
416,416,It was SO expensive,Price too high
417,417,Their insistence of changing my air filter when I paid a lot of money for that service during the last visit feels like they're only interested in taking more money and not giving me the best service that I asked for,Overselling-Pressure to buy
418,418,Up sale and strong arm tactics,Overselling-Pressure to buy
419,419,Not helpful,Poor customer service
420,420,I was waiting over an hour to get an oil change done,Service took too long
421,421,Way too expensive and the service was horrible,Price too high
422,422,Overcharging for other services,Overcharged - charged more than was agreed on
423,423,Manager was overall rude during experience,Unprofessional employees
424,424,"I was lied to, I was told that Ford required synthetic oil when it did not",Misinformation about car/service needs given to customer
425,425,I have been at this location many times,Location
426,426,Misquoted price and then they tried to charge an additional $20 for oil change,Overcharged - charged more than was agreed on
427,427,"I sent my young daughter with a groupon that I purchased to have the oil changed, she was told that the car needed synthetic oil which j understand, they told an amount extra she needed to pay and ended up paying double",Discount/coupon issue
428,428,The service was horrible my vehicle had low transmission fluid and power steering fluid and was told it was fine,Transmission services
429,429,Service is very poor,Poor customer service
430,430,I think that your company spends to much time trying to get people to buy other services and there are no discounts,Overcharged - charged more than was agreed on
431,431,"Although the employees were somewhat  professional, the service that I received didn't  match the promises that were made to me as a customer",Unprofessional employees
432,432,Police report says it all,
433,433,Prices are way to high,Price too high
434,434,"They didn't discuss the price with me , guy was so rude and disrespectful and insisted my car Is 2008 while its 2009 , mentioned he found couple things are wrong but didn't explain what are the options , no eye contact , no smile , no customer service , was too expensive and didn't get any customer service",Misinformation about car/service needs given to customer
435,435,Attitude of mechanic after refusal to change cabin filter,Unprofessional employees
436,436,The man at the counter made me feel like I was waisting his time,Unprofessional employees
437,437,"Because they drained my oil with out telling me how much they were going to charge me, and said it was gonna be 70 just for a routine oil change and I told the no I didn't want to do it but they had already drained the oil!!",
438,438,I'm a return customer,Misinformation about car/service needs given to customer
439,439,"First, things seemed really hetic and the guy at the counter seemed confused because several guys were doing paperwork and things were mixed up",Employees not knowledgeable
440,440,"It was extremely overpriced and they didn't do everything they said they did, such as vacuumed the inside of my vehicle",Price too high
441,441,"Your price was way higher than any oil change and tire rotation, in our community",Price too high
442,442,Several things such was vacuuming the car and cleaning the windows were marked as done on the receipt,Vacuuming not done propertly
443,443,Customer service was horrible,Poor customer service
444,444,"I felt that I was over charge for the service that you render, also you guys don't top off all of the flluids",Overcharged - charged more than was agreed on
445,445,No Jiff in Jiffy,Poor customer service
446,446,He tried to bullshit me!,Poor customer service
447,447,I was shown an air filter and asked if I wanted to replace mine,Air filter 
448,448,expensive,Price too high
449,449,Right when I left your Jiffy Lube literally when I turned right the plastic part under my engine broke off,Interior/Exterior car damage
450,450,your staff was extremely unprofessional,Unprofessional employees
451,451,The rep did not offer me any of the services offered at Jiffy Lube,Unprofessional employees
452,452,I have a neighborhood mechanic that is closer than this and has been servicing my vehicles for over 15 years,Competition-prefer local mechanic
453,453,My vehicle hand oily hand prints on the interior,Other service issues
454,454,Too much pressure to buy more services,Overselling-Pressure to buy
455,455,I change my own oil,Competition-prefer local mechanic
456,456,They did not clean the windows when they were supposed to for the signature service,Car wash
457,457,When I went this past week I purchased a coupon from groupon that detailed that I would have my antifreeze/coolant and other things checked,Discount/coupon issue
458,458,"I have been going to Jiffy Lube for as long as I can remember, but last time it was bad",Poor customer service
459,459,We looked at the vehicle inspection receipt and it wasn't even for my cat!,Incorrect invoice/vehicle info
460,460,"During my last visit, I requested an oil & fuel filter change, I ended up with a oil change and a fuel leak, the technician lacked integrity, jiffy lube caused the leak denied responsibility,  I noticed the leak after returning home",Untrustworthy\Mistrust
461,461,Jiffy lube used to be quick and efficient,Poor customer service
462,462,Price,Price too high
463,463,Clerk tried to overcharge my wife for wipers and air filter($75),Female felt taken advantage of
464,464,"The staff at the Jiffy Lube located on route 1 in Dumfries, VA broke off my transmission tube stick causing me to have to spend over $230 to get it replaced",Transmission services
465,465,I was lead to believe that preventive checking includes checking my coolant,Misinformation about car/service needs given to customer
466,466,Unprofessional,Unprofessional employees
467,467,They did not secure a cover which fell down and was dragging the ground,Interior/Exterior car damage
468,468,Did not have the filter in stock,Item out of stock
469,469,Too expensive,Price too high
470,470,I was given the cheapest oil and was told that if I got Pennzoil that it would be $40 more,Overcharged - charged more than was agreed on
471,471,"They debited my card 3 times, reversed one off but left 2 on",Overcharged - charged more than was agreed on
472,472,I got a transmission flush and when it was done there was transmission oil all over the front of my vehicle and all over the inside under my hood,Other service issues
473,473,Very hurried and did not give us a new sticker for return visit like they said,Window sticker -service reminder not replaced
474,474,I asked for a standard oil change and they put in synthetic oil,Other service issues
475,475,I waited an hour and a half for an oil change,Service took too long
476,476,Had to return to store after discovering oil had been leaking out of my car on to my garage floor after getting an oil change,Other service issues
477,477,Jiffy lube did a poor job of changing my oil which caused my engine to fried killed the whole thing,Interior/Exterior car damage
478,478,Staff is terrible,Unprofessional employees
479,479,This is the THIRD TIME I have serviced my 2005 Ford Escape SUV at a Jiffy Lube and the THIRD TIME the ENGINE CHECK LIGHT was activated immediately as a result of the service performed by the Jiffy Lube Techs,Other service issues
480,480,"I informed the gentleman, I use castrol 10 30 due to mileage on car, they used penzoil 5 20",Other service issues
481,481,"Jose a worker spun the tires in my 2014 Mercedes then slammed on the brakes as he approached the bay jumped out and said ""this shit is turbo""",Unprofessional employees
482,482,"$90 is WAY overpriced for an oil change, even with premium oil as I purchased",Price too high
483,483,The person who talked to me act as if i was stupid to deny all his offers,Unprofessional employees
484,484,Way over priced,Price too high
485,485,"I got a flat tire that same very night I visited Jiffy Lube for an oil change - that is something they could have seen and told me to fix, instead they wanted to charge for more exorbitant expenses I didn't need right away",Misinformation about car/service needs given to customer
486,486,Not very friendly,Unprofessional employees
487,487,Technician argued with me about the oil I use,Unprofessional employees
488,488,i arrived for what I thought was a 10 minute oil change service at 7:15am which was 15 minutes before opening,Service took too long
489,489,Sketchy crew working at facility,Unprofessional employees
490,490,I feel like I'm being upsold for things I don't need,Overselling-Pressure to buy
491,491,Took forever only 2 people working,Service took too long
492,492,"My car's engine seized up 3-4 minutes after my oil was changed, my insurance is currently investigating, it is believed to be because someone did not put in the correct amount of oil, and now my vehicle has very possibly been totaled",
493,493,I have never received worse customer service in my life,Poor customer service
494,494,Service wasn't all that great,Poor customer service
495,495,My air filter housing was not tightened after the install of a new air filter,Air filter 
496,496,Price,Price too high
497,497,Too many questions trying to sell more products and services,Overselling-Pressure to buy
498,498,"Charged $50 for an air filter change that's a rip off! Manager tried to hard to up sell saying ""your car breaths better than you are""",Price too high
499,499,Young man that checked me in and tried to check me out was very unprofessional,Unprofessional employees
500,500,I watched the staff leave out some of the work I paid for,Other service issues
501,501,Price was more than double for an oil change,Price too high
502,502,Too expensive for what was done,Price too high
503,503,Prices are just way to high oil change a 1 minute cabin filter change 118 got to get real thats 8 hours of work for me,Price too high
504,504,This was not my usual Jiffy Lube location,Location
505,505,"Car was NOT vacummed, the passenger seat was soiled and I had to wait 15 minutes AFTER my car was pulled out of the bay to check out, and that was only after asking",Vacuuming not done propertly
506,506,They broke my air cleaner clamp,Interior/Exterior car damage
507,507,The price of the an oil change is way over priced,Overcharged - charged more than was agreed on
508,508,Service was great but the pricing was just way too high,Price too high
509,509,"Did not check other fluids or do vacuuming, this is not my normal location I go to",Vacuuming not done propertly
510,510,way too expensive 95 dollars for an oil change Ive been paying 60 I needed one and waited until sunday my place was closed,Price too high
