,review,review header,sentiments,sentiment label
328,On my last visit for an oil change I was told I needed transmission flush and fill and was told it was $120,Price too high,0.0,Neutral
329,everytime i go to jiffy lube I feel the technicians are pushy,Overselling-Pressure to buy,-0.2732,Negative
330,"The man in the reception, I think his name is David, was rude disrespectful & condescending",Unprofessional employees,-0.4588,Negative
331,My husband's company has a mechanic who services all of our vehicles,Competition-prefer local mechanic,0.0,Neutral
332,The agent was not very pleasant,Unprofessional employees,-0.4439,Negative
333,"I paid for the signature change that includes a tire rotation, car vacuum and exterior window cleaning and none of those were done",Tire rotation service issue,0.0,Neutral
334,Poor floor management resulted in excessive waiting time,Service took too long,-0.4767,Negative
335,I already have a repair shop,Competition-prefer local mechanic,0.0,Neutral
336,"I use a regular mechanic, and other resources for most of my regular maintenance",Competition-prefer local mechanic,0.0,Neutral
337,"Over priced, straight mineral oil not offered nor available",Price too high,0.2263,Positive
338,They didn't call me when my car was finished like they asked,Poor customer service,0.3612,Positive
339,I feel like every time I go for an oil change I am told there is something else that needs to be prepared,Misinformation about car/service needs given to customer,0.5267,Very Positive
340,I was told 30 minute wait and so I walked down the street to eat breakfast not really concerned with the time,Service took too long,0.0,Neutral
341,Customer service was awful asking questions about my car no one had answers,Poor customer service,-0.6369,Very Negative
342,Over priced for very little necessary work,Price too high,0.0,Neutral
343,Have a hybrid car & issues can require certain training,Employees not knowledgeable,0.2732,Positive
344,$96.00 for an oil change,Price too high,0.0,Neutral
345,The services that are included in oil change price were not performed,Price too high,0.0,Neutral
346,The jiffy lube I went to has gone way down hill,Other service issues,0.0,Neutral
347,I use another mechanic for things beyond oil changes,Competition-prefer local mechanic,0.0,Neutral
348,we have our own mechanic,Competition-prefer local mechanic,0.0,Neutral
349,"I take my car to my mechanic for things that you don't work on, ie: O2 sensor issues, etc",Competition-prefer local mechanic,0.0,Neutral
350,Costly,Price too high,-0.1027,Negative
351,Exterior windows were not cleaned and tire pressure was not checked,Other service issues,-0.296,Negative
352,"We live in Elkton, FL",Location,0.0,Neutral
353,I am more comfortable with the mechanic we've been using for years,Competition-prefer local mechanic,0.5563,Very Positive
354,Misled by a coupon,Discount/coupon issue,0.0,Neutral
355,Jiffy Lube was unable to replace the headlight bulb I needed,Other service issues,0.0,Neutral
356,I do not use jiffy lube for maintenance,Competition-prefer local mechanic,0.0,Neutral
357,"I usually perform the services myself, today's visit was due to lack of time",Competition-prefer local mechanic,-0.3182,Negative
358,I have a regular mechanic who does other work,Competition-prefer local mechanic,0.0,Neutral
359,When the tech checked my cabin filter he left his rag in it when he put it back in place and when I turned my A/C fan on it made a horiffic noise,Interior/Exterior car damage,0.3182,Positive
360,Price for the level of service,Price too high,0.0,Neutral
361,"Nothing about my experience, I go to someone else for maintenace",Competition-prefer local mechanic,0.0,Neutral
362,Nothing about experience - just prefer dealer since car is still under warantee,Competition-prefer other car care chain,0.0,Neutral
363,I use a trusted mechanic for services beyond oil changes,Competition-prefer local mechanic,0.4767,Positive
364,The lack of sincerity and honesty from the associates,Untrustworthy\Mistrust,0.2263,Positive
365,most major repairs and maintenance I go to the dealer,Competition-prefer other car care chain,0.0,Neutral
366,The customer service was very poor,Poor customer service,-0.5256,Very Negative
367,I do other things myself,Competition-prefer local mechanic,0.0,Neutral
368,Took forever even though when I arrived there was no one else there,Service took too long,-0.296,Negative
369,I was being charged for something I didn't need,Overcharged - charged more than was agreed on,-0.2023,Negative
370,I prefer to go to my regular mechanic for any other work,Competition-prefer local mechanic,0.0,Neutral
371,"While replacing wiper blades, the tech cracked my windshield",Interior/Exterior car damage,0.0,Neutral
372,I don't believe in adding things to a bill that is not requested,Overcharged - charged more than was agreed on,0.0,Neutral
373,My car ran perfect when I brought it in,Other issues,0.5719,Very Positive
374,I have a mechanic,Competition-prefer local mechanic,0.0,Neutral
375,"They checked off that they did things and they did not vacuum, wash wondows,  power steering level low as was antifreeze",Overcharged - charged more than was agreed on,-0.2732,Negative
376,Led to believe car needed synthetic oil when it only requires conventional,Misinformation about car/service needs given to customer,0.0,Neutral
377,Untrustworthy,Untrustworthy\Mistrust,0.0,Neutral
378,I have my vehicle serviced elsewhere,Competition-prefer local mechanic,0.0,Neutral
379,I have a mechanic,Competition-prefer local mechanic,0.0,Neutral
380,I always feel pressured to purchase additional services when all I want is an oil change,Overselling-Pressure to buy,-0.1531,Negative
381,Your prices are not competitive w/several other repair shops that have demonstrated proficiency,Price too high,-0.1326,Negative
382,I take my vehicle to the dealer for work that I don't do myself,Competition-prefer other car care chain,0.0,Neutral
383,I have regular service performed at an auto mechanic shop I have patronized for years and they know me and my car very well,Competition-prefer local mechanic,0.3384,Positive
384,They tried to sell me services I didn't need,Overselling-Pressure to buy,0.0,Neutral
385,"It was very expensive, the price of the oil change outrageous",Price too high,-0.4588,Negative
386,I typically get my vehicle service at the dealership,Competition-prefer other car care chain,0.0,Neutral
387,Prices seemed a bit high,Price too high,0.0,Neutral
388,Vehicle Warranty does not permit additional maintenance by other shops,Competition-prefer other car care chain,0.0,Neutral
389,I go to another full service garage for needs beyond a oil change,Competition-prefer other car care chain,0.0,Neutral
390,"The fact that we have been a customer for many years, on the last visit I was not asked about anything that needed to be done on the vehicle and then they simply checked off declined for vacuuming and washing the windows",Didn't get customer prior approval to authorize work/expense,0.0,Neutral
391,Had some coins stolen out of the dash during my vehicle inspection,Item missing/stolen,-0.4939,Negative
392,The prices for parts are outrageous,Price too high,-0.4588,Negative
393,Mechanic,Competition-prefer local mechanic,0.0,Neutral
394,I have my own trusted mechanic that does my repairs,Competition-prefer local mechanic,0.4767,Positive
395,The service man behaved in an arrogant manner never answered my questions clearly,Misinformation about car/service needs given to customer,-0.128,Negative
396,Everything was a little disorganized,Unprofessional employees,-0.228,Negative
397,I have issues trusting anything other than oil change,Untrustworthy\Mistrust,0.4019,Positive
398,Poorly treated by Phil when I presented a coupon,Poor customer service,0.0,Neutral
399,Feel undo pressure to pay for additional services,Overselling-Pressure to buy,-0.3818,Negative
400,You are overpriced and the staff is very inexperienced,Price too high,0.0,Neutral
401,Dealer prices are lower,Price too high,-0.296,Negative
402,The store is very understaffed,Other issues,0.0,Neutral
403,Have own service agent,Competition-prefer local mechanic,0.0,Neutral
404,"They tried to say hi needed a cabin filter when they were showi,g it to me, it wasn't even dirty",Competition-prefer local mechanic,0.3412,Positive
405,I have a trusted mechanic I have do all my other work,Competition-prefer local mechanic,0.4767,Positive
406,Tried to sell me a battery I don't need,Overselling-Pressure to buy,0.0,Neutral
407,"When I got in my car to leave after I had paid for my service, my glove box was open and hanging down and all my papers were on the seat",Interior/Exterior car damage,-0.0516,Negative
408,I have a very good mechanic in my neighborhood,Competition-prefer local mechanic,0.4927,Positive
409,They broke pieces on my car  and denied it did not put clamps back down on hoses have to do any flash,Interior/Exterior car damage,-0.6908,Very Negative
410,Nothing to do with location,Location,0.0,Neutral
411,We get most maintenance done at dealership,Competition-prefer other car care chain,0.0,Neutral
412,"The computers were down  which is understandable then I asked my tire pressure to be checked but they said the machine was broken but usually you can do it with a handheld device, why did they need to use the machine? Also the man that brought around my car was very large and sweaty and when I went to sit in my car my seat was soaking wet I almost vomited ",Employees not knowledgeable,-0.6956,Very Negative
413,I believe the services are overpriced,Price too high,0.0,Neutral
414,My car was pulled out of the bay for approximately 15 minutes before anyone approached to share what was happening,Service took too long,0.296,Positive
415,One of the lug nuts which was perfectly fine before bringing the car in for service was noted as seized after the service was done,Interior/Exterior car damage,0.5719,Very Positive
416,car leaking oil,Oil filter issue,0.0,Neutral
417,The price is too high,Price too high,0.0,Neutral
418,They let the guy underneath changing the oil walk up the stairs and drive the vehicle out covered in oil,Oil filter issue,0.0,Neutral
419,The mechanic damaged my car by not reattaching the skid plate,Competition-prefer local mechanic,-0.4404,Negative
420,I will do it myself,Competition-prefer local mechanic,0.0,Neutral
421,They tried to bamboozle me on the service on my car,Overselling-Pressure to buy,-0.3612,Negative
422,"This was with a doubt, the most unprofessional, rude, and humiliating experience I have EVER experienced at an automotive franchise",Unprofessional employees,-0.8903,Very Negative
423,Pushy on sales all I need was an oil change,Overselling-Pressure to buy,-0.2732,Negative
424,i have a great mechanic,Competition-prefer local mechanic,0.6249,Very Positive
425,I waited 2 hours to get service! I have never waited this long for an oil change even in the busy afternoon,Service took too long,0.0,Neutral
426,Service was EXTREMELY slow,Service took too long,0.0,Neutral
427,I have it done somewhere else,Competition-prefer local mechanic,0.0,Neutral
428,Left car with oil stains inside and out,Interior/Exterior car damage,0.0,Neutral
429,I prefer to have that done at the dealer,Competition-prefer other car care chain,0.0,Neutral
430,Had a bad experience with the manager on duty regarding getting over charged,Overcharged - charged more than was agreed on,-0.6486,Very Negative
431,We use Stadium Nissan for regular service other than an oil change,Competition-prefer other car care chain,0.0,Neutral
432,A spring popped out of the bypass when they removed my oil filter and now I have to pay to have that replaced,Oil filter issue,-0.1027,Negative
433,your employees are way too pushy and your prices are outrageous,Price too high,-0.6249,Very Negative
434,Cost of a synthetic oil change was almost 3 times the dealer's cost,Competition-prefer other car care chain,0.0,Neutral
435,they are clueless mechanics,Competition-prefer local mechanic,-0.3612,Negative
436,Normally the service is good but this time the service was poor,Other service issues,-0.4939,Negative
437,We have a mechanic that does all our maintenance beyond an oil change,Competition-prefer local mechanic,0.0,Neutral
438,Very high price for an oil change and the technician spilled oil on the front of my car and engine compartment,Price too high,0.0,Neutral
439,Third time your workers tried to cheat me in a row,Untrustworthy\Mistrust,-0.4588,Negative
440,My husband works on our cars,Competition-prefer local mechanic,0.0,Neutral
441,I had an oil change and the oil filter was not included,Oil filter issue,0.0,Neutral
442,You tried to get me to have a number of services done to my vehicle which were not needed,Overselling-Pressure to buy,0.0772,Positive
443,Had a groupon and it was refused,Discount/coupon issue,-0.296,Negative
444,I'm not confident in Jiffy Lube's employees' skill level nor customer service abilities,Unprofessional employees,-0.5216,Very Negative
445,They broke stuff on my truck and would not do anything to fix,Interior/Exterior car damage,-0.4215,Negative
446,"it took too long, and I found the practice of pushing customers for so many extra services offensive",Service took too long,-0.4588,Negative
447,Los Alamitos location needs HELP!,Other issues,0.5754,Very Positive
448,My sales person was adamant about my serpentine belt needing to be replaced ASAP,Overselling-Pressure to buy,0.0,Neutral
449,Drained my oil before disclosing ridiculous price,Price too high,-0.6124,Very Negative
450,High priced,Price too high,0.0,Neutral
451,Very rude staff through every step of the process,Unprofessional employees,-0.5095,Very Negative
452,The people there were very rude and unprofessional,Unprofessional employees,-0.7818,Very Negative
453,"I issued a complaint via the online form but there was a complete disregard of my requests, they reset the mileage counter for services not received and vandalized my car",Unprofessional employees,-0.5023,Very Negative
454,I would most likely go to dealership,Competition-prefer other car care chain,0.0,Neutral
455,Hour and a half wait with job completion took almost 4 hours,Service took too long,0.0,Neutral
456,I found that the tire pressures  on my two passenger side tires were extraordinarily high,Other service issues,-0.3182,Negative
457,Warranty,Competition-prefer other car care chain,0.0,Neutral
458,IService people were in a hurry to get out of my car but then too busy to wait on me,Poor customer service,0.0,Neutral
459,too expensive,Price too high,0.0,Neutral
460,I have a mechanic in PA who has extensive work for me in the past,Competition-prefer local mechanic,0.0,Neutral
461,Cashier did not greet me then said my coupon was rejected in the system but she would override it for me,Discount/coupon issue,-0.3881,Negative
462,Will continue regular service and maintenance at dealer,Competition-prefer other car care chain,0.0,Neutral
463,Way to expensive and everything was an upsell,Price too high,0.0,Neutral
464,I usually go to the Toyota dealership for service,Competition-prefer other car care chain,0.0,Neutral
465,Incompetence of employees,Employees not knowledgeable,-0.5106,Very Negative
466,I do most of my own vehicle maintenance,Competition-prefer local mechanic,0.0,Neutral
467,I do most of my own maintenance,Competition-prefer local mechanic,0.0,Neutral
468,Was lied to about the plug to my oil pan,Misinformation about car/service needs given to customer,-0.3818,Negative
469,Use dealer for major maintenance,Competition-prefer other car care chain,0.0,Neutral
470,Expense,Price too high,0.0,Neutral
471,"When I got my vehicle inspection, the tech failed to report to state, etc",Employees not knowledgeable,-0.5106,Very Negative
472,Low tire pressure after an oil change,Other service issues,-0.5106,Very Negative
473,Price,Price too high,0.0,Neutral
474,An access panel was opened and the bolts were not put in afterwards,Interior/Exterior car damage,0.0,Neutral
475,I can get it done cheaper elsewhere,Competition-prefer local mechanic,0.0,Neutral
476,There have been two incidents involving my neighborhood jiffy lube,Other issues,0.0,Neutral
477,They did not clean my windows isn't that part of the service?,Other service issues,-0.3089,Negative
478,"Usually I get excellent customer service, however I felt like I was more of an annoyance to the person behind the counter",Unprofessional employees,0.5627,Very Positive
479,The employee who drove my car into the bay brought his OPEN coffee cup with him into my car,Unprofessional employees,0.0,Neutral
480,I will not return because the service was not worth the amount I paid for my oil change,Price too high,-0.1695,Negative
481,I do the additional maintenance myself,Competition-prefer local mechanic,0.0,Neutral
482,I have never used any other service at jiffy lube,Competition-prefer local mechanic,0.0,Neutral
483,Too many attempts to sell services creates impression of significant dishonesty,Untrustworthy\Mistrust,0.5859,Very Positive
484,"The 5'8"" black bearded ""manager"" who said that he gets paid to up sell customers on other services",Overselling-Pressure to buy,0.0,Neutral
485,The price of the oil change was a lot higher than most competitors,Price too high,0.0,Neutral
486,"I had 2 coupons for Jiffy Lube with NO exclusions on them in the fine print, and my local (Draper, UT) Jiffy Lube refused them saying they were for ""other regions""",Discount/coupon issue,-0.516,Very Negative
487,I have a dedicated service company that works on my vehicle,Competition-prefer other car care chain,0.4588,Positive
488,"Not economical, compared with competitors on Groupon",Price too high,0.0,Neutral
489,I don't believe that Jiffy Lube's service or prices are competitive with other service or prices in the area,Price too high,0.1779,Positive
490,My 16 year old son got taken advantage of and paid $130,Customer felt threatened,0.25,Positive
491,I perform my own maintenance on other items,Competition-prefer local mechanic,0.0,Neutral
492,I don't feel like they are always honest,Untrustworthy\Mistrust,0.2937,Positive
493,Prices are way too high for the service received,Price too high,0.0,Neutral
494,Only one car in front of me getting an oil change and the entire process took over 90 minutes,Service took too long,0.0,Neutral
495,I was given no information as to why my car failed the safety inspection,Misinformation about car/service needs given to customer,-0.4019,Negative
496,I do my own maintainance,Competition-prefer local mechanic,0.0,Neutral
497,Did not complete all of the specified items on the signature oil change,Incorrect invoice/vehicle info,0.0,Neutral
498,The man that was in charge of my payment and information about my car was so abrasive,Overcharged - charged more than was agreed on,0.0,Neutral
499,Large amount of oil spilled on my driveway,Oil filter issue,0.0,Neutral
500,The techs were not attentive to which car needed what,Unprofessional employees,0.0,Neutral
501,Have found much better pricing elsewhere since,Price too high,0.4404,Positive
502,"So I pulled up and opened my door and the first thing I said is my drivers window is broken do not bring it down, he said we can use the passenger one",Interior/Exterior car damage,-0.4767,Negative
503,"Your prices for an oil change are high, the only reason i used jiffy lube this time was because it was close and I figured it would not matter if i took it to Jiffy Lube rather than the other place i take it",Price too high,-0.0191,Negative
504,"Other than oil changes, windshield chip repair, emissions and inspections done at Jiffy Lube, I have my cars serviced and repaired elsewhere",Competition-prefer local mechanic,0.0,Neutral
505,I have a mechanic who does all other maintenance of my vehicle,Competition-prefer local mechanic,0.0,Neutral
506,Because I have mechanic friends,Competition-prefer local mechanic,0.4767,Positive
507,I was told my tires were inflated- they were not,Overcharged - charged more than was agreed on,0.0,Neutral
508,I know I'm being oversold,Overselling-Pressure to buy,0.0,Neutral
509,"The mechanics stated they washed my windows, put air in my tires, and vacuumed my truck",Competition-prefer local mechanic,0.0,Neutral
510,I have a mechanic that takes care of my vehicles,Competition-prefer local mechanic,0.4939,Positive
511,I usually get my oil changed for a decent price every time I go to Jiffy lube but for some reason I went in this time and they over priced it like crazy and when I asked him why so high he said they are different from other jiffy lubes and I have been to that location before and it was never high like that,Price too high,0.5267,Very Positive
512,This was one of the worst experiences with my car I've ever had,Other service issues,-0.6249,Very Negative
513,I do not normally service my vehicle at Jiffy Lube,Competition-prefer local mechanic,0.0,Neutral
514,Fabric seats were left black and dirty by employees,Other service issues,-0.4404,Negative
515,Your technicians are pushy and wanted to go through our insurance to do a repair on our windshield that they had already repaired the last time we went there,Overselling-Pressure to buy,-0.2732,Negative
516,There were only two employees,Other issues,0.0,Neutral
517,Technician spoke too quickly without explaining when trying to push other services,Overselling-Pressure to buy,0.0,Neutral
518,They always try and sell you things that you don't need and tell you things that are literally brand-new are going out or need replaced they always try to upsell you and fleece the consumer,Overselling-Pressure to buy,0.0,Neutral
519,Not ASE certified,Other issues,0.0,Neutral
520,too much money,Price too high,0.0,Neutral
521,They left a pool of oil in my skid plate,Other issues,0.0,Neutral
522,Did not credit me the $10 off,Discount/coupon issue,-0.2924,Negative
523,Price,Price too high,0.0,Neutral
524,The price of service,Price too high,0.0,Neutral
525,"I am constantly disappointed that - when I get back in my car, there are greasy fingerprints on the door, the steering wheel, etc",Other service issues,-0.4767,Negative
526,Because I generally do routine maintenance,Competition-prefer local mechanic,0.0,Neutral
527,Employees were smoking,Unprofessional employees,0.0,Neutral
528,"It took 45 minutes for my car's oil to be changed, even though there was no line in front of me",Service took too long,-0.296,Negative
529,I requested the cheapest oil change and still ended up paying $50,Price too high,0.0,Neutral
530,Price,Price too high,0.0,Neutral
531,Expensive than the showroom service price,Price too high,0.0,Neutral
532,Oil was dripped on the side of the vehicle,Other service issues,0.0,Neutral
533,The price of the oil change was about $15 more than the price I pay for the same service at a Havoline Store less than 2 miles away,Price too high,-0.1027,Negative
534,I usually go to my dealership,Competition-prefer other car care chain,0.0,Neutral
535,price value and I was not pleased with the fact I was being charged an upcharge for a filter I did not request nor require,Overcharged - charged more than was agreed on,-0.2037,Negative
536,Location is far from my residence and inconvenient for many services,Location,-0.34,Negative
537,Price!!!!!  Last service at Chevy dealer was less and inc tire rotation,Price too high,0.0,Neutral
538,Paid for coolant to be filled and I left with it empty,Overcharged - charged more than was agreed on,-0.2023,Negative
539,I paid for signature service and my car was not vacuumed or Windows cleaned,Other service issues,0.0,Neutral
540,Did not top fluids or vacuum,"Fluids not topped off (ie engine coolant, washer fluid)",-0.1511,Negative
541,I do my own maintaince on my car,Competition-prefer local mechanic,0.0,Neutral
542,"My husband can do a lot of the work that jiffy lube offers, himself",Competition-prefer local mechanic,0.0,Neutral
543,"My iPhone holder (attached) to my car vent, which held my iPhone and gave me directions to the Jiffy Lube, was missing when I left",Item missing/stolen,-0.296,Negative
544,"due to them using an oily rag to dry my windshield,  I had trouble removing the oil residue and I had to use dawn to remove the grease from my windshield",Other service issues,-0.4019,Negative
545,Cost of service was too high,Price too high,0.0,Neutral
546,I have a mechanic,Competition-prefer local mechanic,0.0,Neutral
547,I already know a good mechanic that I have been to before and trust,Competition-prefer local mechanic,0.7351,Very Positive
548,Not convinced they have the talent or equipment to do job,,0.1386,Positive
549,too expensive,Price too high,0.0,Neutral
550,I asked about an oil change for my car and was told signature service was $45,Price too high,0.0,Neutral
551,I have always had my cars serviced at Jiffy Lube and have had the best service but my last visit did not go well,Poor customer service,0.0974,Positive
552,"The ""mechanics"" forgot to add oil back to our vehicle!  After a few unsuccessful attempts by the manager to ""clear"" what he thought was a ""change oil"" light, despite my telling him it was an ""oil level"" idiot light, he rev'd the engine a few times, the light flickered out & back on again, and he said the battery needed to be replaced!  We drove off & by the grace of God and my intuition we stopped at a AutoZone parts store ~2miles away",Incorrect oil level/quantity,-0.5242,Very Negative
553,For one they messed up my tire pressure sensor for two I asked them to check my spark plugs and they didn't and instead of admitting they forgot they blew me off,Overcharged - charged more than was agreed on,-0.4019,Negative
554,I was scheduled to have a oil change on my 2003 Crown Victoria  so I want to a automotive shop (Christian Brothers in Sandy Springs Ga,Competition-prefer other car care chain,0.188,Positive
555,I do my own maintenance,Competition-prefer local mechanic,0.0,Neutral
556,Prices way too high for shitty service,Price too high,-0.5574,Very Negative
557,Too expensive,Price too high,0.0,Neutral
558,Cost of service for oil change is too high ,Price too high,0.0,Neutral
559,Have regular mechanic that does other routine maintenance,Competition-prefer local mechanic,0.0,Neutral
560,"It won't be ""Jiffy""",Service took too long,0.0,Neutral
561,Only trust them with oil changes,Untrustworthy\Mistrust,0.5106,Very Positive
562,The skill sets at my regular maintenance provider are better in my opinion,Competition-prefer local mechanic,0.4404,Positive
563,"Pretty sure I was ""upsold""",Overselling-Pressure to buy,0.6705,Very Positive
564,Better satisfied at another place,Competition-prefer local mechanic,0.6908,Very Positive
565,Lied about cleaning windows and vacuuming which i really didnt need done in the first place but why lie about doing it? Suggested i buy services for the vehicle that were not needed,Other service issues,-0.2023,Negative
566,I felt like the initial prices quoted to me were inflated because I am female,Price too high,0.3612,Positive
567,"I got an oil change and when I received my final paperwork it showed that my fluids were topped, Windows cleand, car vacuumed",Other service issues,0.0,Neutral
568,To expensive,Price too high,0.0,Neutral
569,The cost,Price too high,0.0,Neutral
570,I have an excellent shop for other maintenance,Competition-prefer local mechanic,0.5719,Very Positive
571,They got oil on my white seats for the second time and then made me feel uncomfortable and like he wasn't gonna take no for an answer when he told me that I needed transmission fluid and I told him I was gonna wait because I didn't have much time that I was on my lunch break,Service took too long,0.1994,Positive
572,Too expensive,Price too high,0.0,Neutral
573,Car still under warranty so will return to dealer for other maintenance,Competition-prefer other car care chain,0.0,Neutral
574,Don't live here and always go to my dealer ,Competition-prefer other car care chain,0.0,Neutral
575,Too expensive,Price too high,0.0,Neutral
576,"Though the staff was very courteous, I  did not receive the signature service I was expecting",Other issues,0.5563,Very Positive
577,Because we have a mechanic who does all other maintenance on our autos,Competition-prefer local mechanic,0.0,Neutral
578,We had to wait over 40 minutes to get serviced,Service took too long,0.0,Neutral
579,It took an hour and a half and then as I was leaving they had to pull my truck back in to drain some oil out because two different guys worked on it and both added oil,Service took too long,0.0,Neutral
580,Employees standing around and talking while there is a line of cars waiting,Service took too long,0.0,Neutral
581,I really don't like feeling like I'm constantly having additional services and products pushed on me,Overselling-Pressure to buy,-0.6609,Very Negative
582,I am not certain they will understand how to work on my specific model/make/year of my vehicle(s),Employees not knowledgeable,-0.2057,Negative
583,the Prius is a very specialized vehicle,Other issues,0.0,Neutral
584,Prices,Price too high,0.0,Neutral
585,I feel that I was being tricked in to overpaying for my oil change,Price too high,-0.1531,Negative
586,"beyond regular oil and filter changes, all my auto maintenace cares are done at the car dealership",Competition-prefer other car care chain,0.4588,Positive
587,It took a long time to get a cabin filter and then about 40 more minutes to out it in,Service took too long,0.0,Neutral
588,I have a mechanic,Competition-prefer local mechanic,0.0,Neutral
589,It ended up costing me a lot of money,Price too high,0.0,Neutral
590,Overpriced compared to others in the area,Price too high,0.0,Neutral
591,Too expensive,Price too high,0.0,Neutral
592,The cost was much higher than I have payed at other places,Price too high,0.0,Neutral
593,They broke a part on my car while trying to rotate my tires,Interior/Exterior car damage,-0.4215,Negative
594,I don't trust Jiffy Lube with maintenance other than Oil change,Untrustworthy\Mistrust,-0.4023,Negative
595,I only use jiffy lube for oil changes and tire rotations if it is something bigger than that I prefer that the dealership looks at it,Competition-prefer other car care chain,0.0,Neutral
596,I take my Mini to BMW dealer for all but oil changes,Competition-prefer other car care chain,0.0,Neutral
597,"Had 4 power steering pumps installed, and none of them fixed my steering",Other issues,0.0,Neutral
598,Too expensive!,Price too high,0.0,Neutral
599,They tried to overcharge me,Overcharged - charged more than was agreed on,0.0,Neutral
600,"I go other places for things like tires, etc",Competition-prefer local mechanic,0.3612,Positive
601,I do other maintenance myself,Competition-prefer local mechanic,0.0,Neutral
602,My wheel and key were full of dirty oil after the oil change,Other service issues,-0.4404,Negative
603,Go to dealership,Competition-prefer other car care chain,0.0,Neutral
604,I don't go to jiffy lube for that,Competition-prefer local mechanic,0.0,Neutral
605,I go to a VW specialist for anything beyond a simple oil change,Competition-prefer other car care chain,0.0,Neutral
606,I have another mechanic I usually use but Jiffy Lube is more convenient for oil changes,Competition-prefer local mechanic,0.0,Neutral
607,"was told needed wiper blades and didn't want them to get replaced ,they were just replaced and it started to rain as leaving and bolt fell out and had to go back in for them to fix  the bolt on the wiper blades",Overselling-Pressure to buy,-0.0572,Negative
608,Take forever to be done,Service took too long,0.0,Neutral
609,I went in for an oil change and check my air cabin filters and forgot to put them back and then I called they Lost the trays and i had to make a second trip for them to find them accidental i know but there was no compensation or anything for the 20-minute wait while they looked around for it,Item missing/stolen,-0.5574,Very Negative
610,Not replacing clamp and hose that was taken off,Interior/Exterior car damage,0.0,Neutral
611,The worker there broke the inside handle on my driver's side door,Interior/Exterior car damage,-0.4215,Negative
612,I have a machamic,Competition-prefer local mechanic,0.0,Neutral
613,As a single mom I had no choice but to bring my daughters with me,Other issues,-0.1531,Negative
614,I have to say that I will definitely not return to that specific Jiffy Lube,Other issues,0.4019,Positive
615,Wanted fuelfilter changed got home and checked still had old filter new one was not installed and was charged $10 more than what the computer showed was the right price,Price too high,-0.2023,Negative
616,Normally I have always had a good experience at jiffy lube ,Other issues,0.4404,Positive
617,I have a very good mechanic for the other things I need done and I feel that the techs at Jiffy lube will say anything to make some other kind of sale,Competition-prefer local mechanic,0.4927,Positive
618,"I have t mentally prepare myself for a visit to Jiffy Lube for just an oil change, since I have always found your high-pressure sales pitch for things beyond the oil change hard to handle",Overselling-Pressure to buy,-0.1027,Negative
619,The technician spilled a lot of old when removing my oil filter,Other issues,0.0,Neutral
620,Oil changes are far too expensive there anymore,Price too high,0.0,Neutral
621,I hate getting asked if I want an extra $500 worth of services when I came in for only an oil change,Overselling-Pressure to buy,-0.3612,Negative
622,Prefer to use other shops for non-oil change maintenance,Competition-prefer other car care chain,0.0,Neutral
623,We have a regular mechanic who takes care of other issues,Competition-prefer local mechanic,0.4939,Positive
624,I have a good relationship w/ my dealership that services and knows my car inside and out,Competition-prefer other car care chain,0.4404,Positive
625,I left and as I was driving to work the next morning (first time I had driven my car other then taking it home) my tire pressure light came on,Other service issues,-0.296,Negative
626,The management is poor and is not professional,Unprofessional employees,-0.4767,Negative
627,To expensive,Price too high,0.0,Neutral
628,My what use to be a quick oil change has turned into a 35 minute oil change,Service took too long,0.0,Neutral
629,They honestly lied to me about my oil,Untrustworthy\Mistrust,0.1027,Positive
630,I have a family mechanic that will do the work,Competition-prefer local mechanic,0.0,Neutral
631,They did not reset the maintenance required light on my car again,Oil service light not reset ,0.0,Neutral
632,"I feel I was over charged, and the charges on the invoice are to hard to understand",Overcharged - charged more than was agreed on,-0.5106,Very Negative
633,"Brother owns a Ford Dealership and handles such items at a price (""free"") that Jiffy Lube would be unlikely to match ",Price too high,0.0,Neutral
634,The price,Price too high,0.0,Neutral
635,"First, it is always different people working there",Other issues,0.0,Neutral
636,Your prices are outrageous,Price too high,-0.4588,Negative
637,"Didn't put an updated next oil change sticker in the window, plus your just too expensive !!! I can get synthetic oil for the price you charge",Overcharged - charged more than was agreed on,0.0,Neutral
638,I believe that Jiffy Lube tries to sell you unnecessary services to boost their bottom line,Overselling-Pressure to buy,0.4019,Positive
639,Too expensive,Price too high,0.0,Neutral
640,On the high side on price for an oil change,Price too high,0.0,Neutral
641,Expensive,Price too high,0.0,Neutral
642,The tech that I wouldn't trust,Untrustworthy\Mistrust,-0.4023,Negative
643,I asked for cheapest oil change and was told I needed this expensive oil which I had on idea,Price too high,0.0,Neutral
644,They serviced someone else's car before mine,Later-arriving customers served ahead of me,0.0,Neutral
645,"The time before this last oil change, they didn't secure a panel or whatever it was and I had to go to the Hyundai dealership to have it fixed/secured",Competition-prefer other car care chain,-0.2584,Negative
646,I would plan on going to a dealer for anything more complicated,Competition-prefer other car care chain,0.0,Neutral
647,I am used to clean vehicle and fluids checked and topped off,Other service issues,0.4019,Positive
648,95% positive that my car window was scratched,Interior/Exterior car damage,0.5574,Very Positive
649,"After taking my car to get the oil changed, something proceeded to fall off of my car as I was driving on the highway",Interior/Exterior car damage,0.0,Neutral
650,I have a personal mechanic that handles all my needs for my vehicle,Competition-prefer local mechanic,0.0,Neutral
651,Asked for a basic oil change and was upgraded without asking me and was charged more for it,Overcharged - charged more than was agreed on,-0.2023,Negative
