,review,review header,sentiments,sentiment label
323,"I asked for a basic oil change and was charged the most expensive, was told to take my car in for an engine and transmission leak-- which I then did and was told there is nothing wrong with either, and even in dropping off my car had to wait 30 minutes just to drop off my car!",Price too high,-0.1625,Negative
324,To much hard selling items you don't need or want,Overselling-Pressure to buy,-0.1586,Negative
325,No detail on work performed ,Misinformation about car/service needs given to customer,-0.296,Negative
326,I recently moved to the area and came to this Jiffy Lube for an oil change not an assessment of the condition of my entire vehicle,Overselling-Pressure to buy,0.0,Neutral
327,"Techs said they cleaned vehicle, it wasn't cleaned",Car wash,0.0,Neutral
328,Did not do what i asked for,Poor customer service,0.0,Neutral
329,Too expensive,Price too high,0.0,Neutral
330,The technician blocked me from getting out of my car I think he was trying to be funny but I didn't find it that funny,Unprofessional employees,0.6428,Very Positive
331,"After I got my oil changed, my car started leaking oil",Other service issues,0.0,Neutral
332,"The service from the staff was good, but the manager  not Miguel was rude",Unprofessional employees,0.6334,Very Positive
333,Too expensive,Price too high,0.0,Neutral
334,"When I arrived, the employees were inside fighting, I stood there for 5-7 mins watching before getting out of my car",Unprofessional employees,-0.3612,Negative
335,Supervisor/manager didn't supervise his new employee ,Unprofessional employees,0.0,Neutral
336,"I was charged more for my oil change, even with a 20% off coupon than what I'm normally charged elsewhere",Discount/coupon issue,-0.3818,Negative
337,My fitbit was stolen out of my vehicle,Item missing/stolen,-0.4939,Negative
338,Because I have never paid over $50 for a standard oil change never in my life and I had to pay $75 I think that price is sky-high and I and we searching for an oil change shop that I can pay the amount that I used to pay which is $45,Price too high,-0.296,Negative
339,This is the second time I am not please with the services on my truck,Poor customer service,-0.2411,Negative
340,"Did not have my filter in stock  2015 f150, the most popular vehicle sold",Item out of stock,0.4754,Positive
341,the cost of the oil change was very expensive  $164,Price too high,0.0,Neutral
342,"I felt like I got ripped off, employee was pushy and didn't explain why I needed all these repairs",Unprofessional employees,0.1027,Positive
343,too much money,Price too high,0.0,Neutral
344,My husband didn't receive receipt,Incorrect invoice/vehicle info,0.0,Neutral
345,"I have a mechanic, back home",Competition-prefer local mechanic,0.0,Neutral
346,"My center console compartment had been opened when there was absolutely no reason to do so, and the top had been pulled off the slide so the console could not be closed",Other service issues,-0.1102,Negative
347,I was not satisfied with their poor quality services,Poor customer service,-0.6632,Very Negative
348,"The technicians did not hooked up the pipe between the air filter and engine,cause engine has huge sounds,and engine light,trac off light,wd light all on,this is terrible!",Other service issues,-0.2714,Negative
349,Customer service wasn't very good,Poor customer service,-0.3865,Negative
350,"My oil cap was broken due to the fact that the technician put my oil cap where the hood release latch is, and when the hood came down (twice) it wedged the oil cap under the hood",Interior/Exterior car damage,-0.4767,Negative
351,"The left the shop and all the fluids were in the street, I immediately returned and service techs where looking all around and doing many things to my car and no one explained what the actual problem was until I asked for a manager to explain what happened to my car",Unprofessional employees,-0.5994,Very Negative
352,They forgot to put my radiator cap back on and all the engine coolent spilled out causing my engine to overheat leaving me on the side of the road till I could get more coolant,Interior/Exterior car damage,0.0,Neutral
353,"The mechanic turned on my radio, changed my on-board computer system",Interior/Exterior car damage,0.0,Neutral
354,"I was told the vaccum cleaner was not working well, but no attempt was made to vaccum the car",Vacuuming not done propertly,-0.4323,Negative
355,Technician wasn't knowledgeable enough,Employees not knowledgeable,0.0,Neutral
356,I drive 24 miles to dover for the oil change,Location,0.0,Neutral
357,way more expensive than most auto shops,Price too high,0.0,Neutral
358,The guy who greeted us and went over what the car supposedly needs was rude and unprofessional,Unprofessional employees,-0.6369,Very Negative
359,"Price too high $158 for an oil change? Services paid for was not done (ie:) windshield wiper fluid reservoir not filled up, windows not cleaned, car half vacuumed, oil was left smeared on ",Price too high,0.0,Neutral
360,The oil change took an hour and a half when the last time I went there it took seven minutes,Service took too long,0.0,Neutral
361,I came to Jiffy Lube for my last oil change in a pinch after YEARS of not going to Jiffy Lube because of past bad experiences,Poor customer service,-0.5423,Very Negative
362,"They caused issues with my car, now I need to take it to get repaired because a part (filter) that they had ""taken care of"" was not properly tightened and installed",Interior/Exterior car damage,0.4939,Positive
363,"Awful service, needless advice, and over priced services",Poor customer service,-0.4588,Negative
364,I was extremely dissatisfied with the level of service I received on Tuesday when I had my oil changed,Poor customer service,-0.4391,Negative
365,"The lady I dealt with was fairly rude, and short",Unprofessional employees,-0.4588,Negative
366,I don't like people arguing over a requested service,Unprofessional employees,0.0951,Positive
367,"Cold peoole , no care,employees didn't seem to care to talk, no courtesy, didn't explain all the extra costs, non professional",Unprofessional employees,-0.5466,Very Negative
368,Attendant who reviewed pricing and options was surly,Unprofessional employees,0.0,Neutral
369,"They charged me a 10$ ""corporate fee"" for using Mobil 1 Synthetic oil",Overcharged - charged more than was agreed on,-0.2023,Negative
370,"Staff just has the ""air"" of being rude",Unprofessional employees,-0.4588,Negative
371,I went in for an oil change and they billed me for over $90,Price too high,0.0,Neutral
372,You guys raised the price on the oil changes! You have greedy CEOs! You should be ashamed to charge 80.00 for an oil change! You are thieves! I made sure to post it on my social media!!!,Price too high,-0.8209,Very Negative
373,Not happy with counter service,Poor customer service,-0.4585,Negative
374,"Will not honor coupons off of website, claimed my wipers were old a day after i put new ones on! Manager not clear on exact prices of standard services! And finally, questioned when i pay for service with cash?!?! Ridiculous",Discount/coupon issue,-0.8638,Very Negative
375,"Although the service was done correctly and the staff were curtious, I will not pay $53 for another oil change",Price too high,0.0762,Positive
376,Person at front desk was argumentative and rude,Unprofessional employees,-0.6705,Very Negative
377,"After getting the oil changed and the inspection done at the location I've used for over a year, I noticed a crack in the windshield that wasn't there before",Interior/Exterior car damage,0.0,Neutral
378,This building was extreamy dirty,Location,-0.4404,Negative
379,I didn't like how the guy there was treating and talking to me and he was a manger but the big boss straighten everything out but the guy that was being rude was a manager all so I don't remember his name but he was African American older guy and he was bow legged he was very rude but again the big manager got everything togeyhee,Unprofessional employees,-0.861,Very Negative
380,"first they gave me wrong prices, second when I went 3 months there put regular oil a and when I went yesterday they ask what oil and I said the same one you put last time, so they put same oil",Overcharged - charged more than was agreed on,-0.4767,Negative
381,Too ecpensive,Price too high,0.0,Neutral
382,Way too expensive,Price too high,0.0,Neutral
383,"$49.00 for an oil change is more than I care to pay,",Price too high,0.4728,Positive
384,"The staff was courteous and professional, work completed on time",Unprofessional employees,0.5106,Very Positive
385,It was SO expensive,Price too high,0.0,Neutral
386,Their insistence of changing my air filter when I paid a lot of money for that service during the last visit feels like they're only interested in taking more money and not giving me the best service that I asked for,Overselling-Pressure to buy,0.8108,Very Positive
387,Up sale and strong arm tactics,Overselling-Pressure to buy,0.5106,Very Positive
388,Not helpful,Poor customer service,-0.3252,Negative
389,I was waiting over an hour to get an oil change done,Service took too long,0.0,Neutral
390,Overcharging for other services,Overcharged - charged more than was agreed on,0.0,Neutral
391,Manager was overall rude during experience,Unprofessional employees,-0.4588,Negative
392,"I was lied to, I was told that Ford required synthetic oil when it did not",Misinformation about car/service needs given to customer,-0.3818,Negative
393,I have been at this location many times,Location,0.0,Neutral
394,Misquoted price and then they tried to charge an additional $20 for oil change,Overcharged - charged more than was agreed on,0.0,Neutral
395,"I sent my young daughter with a groupon that I purchased to have the oil changed, she was told that the car needed synthetic oil which j understand, they told an amount extra she needed to pay and ended up paying double",Discount/coupon issue,-0.1027,Negative
396,The service was horrible my vehicle had low transmission fluid and power steering fluid and was told it was fine,Transmission services,-0.5859,Very Negative
397,Service is very poor,Poor customer service,-0.5256,Very Negative
398,"Although the employees were somewhat  professional, the service that I received didn't  match the promises that were made to me as a customer",Unprofessional employees,-0.2924,Negative
399,Police report says it all,,0.0,Neutral
400,Prices are way to high,Price too high,0.0,Neutral
401,Attitude of mechanic after refusal to change cabin filter,Unprofessional employees,0.0,Neutral
402,The man at the counter made me feel like I was waisting his time,Unprofessional employees,0.3612,Positive
403,"Because they drained my oil with out telling me how much they were going to charge me, and said it was gonna be 70 just for a routine oil change and I told the no I didn't want to do it but they had already drained the oil!!",,-0.7427,Very Negative
404,I'm a return customer,Misinformation about car/service needs given to customer,0.0,Neutral
405,"First, things seemed really hetic and the guy at the counter seemed confused because several guys were doing paperwork and things were mixed up",Employees not knowledgeable,-0.3182,Negative
406,"Your price was way higher than any oil change and tire rotation, in our community",Price too high,0.0,Neutral
407,Customer service was horrible,Poor customer service,-0.5423,Very Negative
408,"I felt that I was over charge for the service that you render, also you guys don't top off all of the flluids",Overcharged - charged more than was agreed on,-0.1511,Negative
409,No Jiff in Jiffy,Poor customer service,-0.296,Negative
410,He tried to bullshit me!,Poor customer service,-0.6239,Very Negative
411,I was shown an air filter and asked if I wanted to replace mine,Air filter ,0.0,Neutral
412,expensive,Price too high,0.0,Neutral
413,Right when I left your Jiffy Lube literally when I turned right the plastic part under my engine broke off,Interior/Exterior car damage,-0.4215,Negative
414,your staff was extremely unprofessional,Unprofessional employees,-0.5563,Very Negative
415,The rep did not offer me any of the services offered at Jiffy Lube,Unprofessional employees,0.0,Neutral
416,I have a neighborhood mechanic that is closer than this and has been servicing my vehicles for over 15 years,Competition-prefer local mechanic,0.0,Neutral
417,My vehicle hand oily hand prints on the interior,Other service issues,0.7506,Very Positive
418,Too much pressure to buy more services,Overselling-Pressure to buy,-0.296,Negative
419,I change my own oil,Competition-prefer local mechanic,0.0,Neutral
420,They did not clean the windows when they were supposed to for the signature service,Car wash,-0.3089,Negative
421,When I went this past week I purchased a coupon from groupon that detailed that I would have my antifreeze/coolant and other things checked,Discount/coupon issue,0.0,Neutral
422,"I have been going to Jiffy Lube for as long as I can remember, but last time it was bad",Poor customer service,-0.6956,Very Negative
423,We looked at the vehicle inspection receipt and it wasn't even for my cat!,Incorrect invoice/vehicle info,0.0,Neutral
424,Jiffy lube used to be quick and efficient,Poor customer service,0.4215,Positive
425,Price,Price too high,0.0,Neutral
426,Clerk tried to overcharge my wife for wipers and air filter($75),Female felt taken advantage of,0.0,Neutral
427,"The staff at the Jiffy Lube located on route 1 in Dumfries, VA broke off my transmission tube stick causing me to have to spend over $230 to get it replaced",Transmission services,-0.4215,Negative
428,I was lead to believe that preventive checking includes checking my coolant,Misinformation about car/service needs given to customer,0.0,Neutral
429,Unprofessional,Unprofessional employees,-0.5106,Very Negative
430,They did not secure a cover which fell down and was dragging the ground,Interior/Exterior car damage,-0.2584,Negative
431,Did not have the filter in stock,Item out of stock,0.0,Neutral
432,Too expensive,Price too high,0.0,Neutral
433,I was given the cheapest oil and was told that if I got Pennzoil that it would be $40 more,Overcharged - charged more than was agreed on,0.0,Neutral
434,"They debited my card 3 times, reversed one off but left 2 on",Overcharged - charged more than was agreed on,0.0,Neutral
435,I got a transmission flush and when it was done there was transmission oil all over the front of my vehicle and all over the inside under my hood,Other service issues,0.0,Neutral
436,Very hurried and did not give us a new sticker for return visit like they said,Window sticker -service reminder not replaced,0.3612,Positive
437,I asked for a standard oil change and they put in synthetic oil,Other service issues,0.0,Neutral
438,I waited an hour and a half for an oil change,Service took too long,0.0,Neutral
439,Had to return to store after discovering oil had been leaking out of my car on to my garage floor after getting an oil change,Other service issues,0.0,Neutral
440,Jiffy lube did a poor job of changing my oil which caused my engine to fried killed the whole thing,Interior/Exterior car damage,-0.8225,Very Negative
441,Staff is terrible,Unprofessional employees,-0.4767,Negative
442,This is the THIRD TIME I have serviced my 2005 Ford Escape SUV at a Jiffy Lube and the THIRD TIME the ENGINE CHECK LIGHT was activated immediately as a result of the service performed by the Jiffy Lube Techs,Other service issues,0.1779,Positive
443,"I informed the gentleman, I use castrol 10 30 due to mileage on car, they used penzoil 5 20",Other service issues,0.0,Neutral
444,"Jose a worker spun the tires in my 2014 Mercedes then slammed on the brakes as he approached the bay jumped out and said ""this shit is turbo""",Unprofessional employees,-0.6428,Very Negative
445,"$90 is WAY overpriced for an oil change, even with premium oil as I purchased",Price too high,0.0,Neutral
446,The person who talked to me act as if i was stupid to deny all his offers,Unprofessional employees,-0.7003,Very Negative
447,Way over priced,Price too high,0.0,Neutral
448,Not very friendly,Unprofessional employees,-0.43,Negative
449,Technician argued with me about the oil I use,Unprofessional employees,-0.3612,Negative
450,i arrived for what I thought was a 10 minute oil change service at 7:15am which was 15 minutes before opening,Service took too long,0.0,Neutral
451,Sketchy crew working at facility,Unprofessional employees,0.0,Neutral
452,I feel like I'm being upsold for things I don't need,Overselling-Pressure to buy,0.3612,Positive
453,Took forever only 2 people working,Service took too long,0.0,Neutral
454,"My car's engine seized up 3-4 minutes after my oil was changed, my insurance is currently investigating, it is believed to be because someone did not put in the correct amount of oil, and now my vehicle has very possibly been totaled",,0.0,Neutral
455,I have never received worse customer service in my life,Poor customer service,0.3724,Positive
456,Service wasn't all that great,Poor customer service,-0.5096,Very Negative
457,My air filter housing was not tightened after the install of a new air filter,Air filter ,0.0,Neutral
458,Price,Price too high,0.0,Neutral
459,Too many questions trying to sell more products and services,Overselling-Pressure to buy,0.0,Neutral
460,"Charged $50 for an air filter change that's a rip off! Manager tried to hard to up sell saying ""your car breaths better than you are""",Price too high,0.2481,Positive
461,Young man that checked me in and tried to check me out was very unprofessional,Unprofessional employees,-0.5563,Very Negative
462,I watched the staff leave out some of the work I paid for,Other service issues,-0.0516,Negative
463,Price was more than double for an oil change,Price too high,0.0,Neutral
464,Too expensive for what was done,Price too high,0.0,Neutral
465,Prices are just way to high oil change a 1 minute cabin filter change 118 got to get real thats 8 hours of work for me,Price too high,0.0,Neutral
466,This was not my usual Jiffy Lube location,Location,0.0,Neutral
467,They broke my air cleaner clamp,Interior/Exterior car damage,-0.2732,Negative
468,The price of the an oil change is way over priced,Overcharged - charged more than was agreed on,0.0,Neutral
469,Service was great but the pricing was just way too high,Price too high,0.3716,Positive
470,way too expensive 95 dollars for an oil change Ive been paying 60 I needed one and waited until sunday my place was closed,Price too high,0.0,Neutral
